mission,obj_id,star_id,label_raw,period_days,epoch_bjd,dur_hrs,depth_ppm,rp_re,teq_k,st_teff_k,st_logg_cgs,st_rad_rsun,st_mass_msun,label
tess,1682.01,367366318,KP,2.7347651,2460662.485202,3.205,9209.0,17.805,1808.0,6767.9,4.1,1.77,,1
tess,1683.01,58542531,CP,3.057524,2458816.411524,1.3790503,1117.9638175,2.4878486,848.2229732,4402.0,4.59,0.695095,,1
tess,174.01,425997655,CP,17.6671687,2460180.378105,2.525,854.0,1.87042,462.0,4813.0,4.38,0.69,,1
tess,174.02,425997655,CP,29.7975205,2460157.951364,2.782,671.0,1.60982,374.0,4813.0,4.38,0.69,,1
tess,174.03,425997655,CP,12.1623316,2460184.414244,2.614,317.0,1.15643,638.0,4813.0,4.38,0.69,,1
tess,174.04,425997655,CP,3.9766833,2460203.017928,1.859,142.0,0.757588,855.0,4813.0,4.38,0.69,,1
tess,174.05,425997655,CP,7.9076222,2460197.038739,2.611,217.0,0.969819,720.0,4813.0,4.38,0.69,,1
tess,1740.01,174041208,PC,19.428419,2458741.058614,3.5727154,850.4127883,2.4616462,582.3179815,5366.0,4.56253,0.835173,,1
tess,1741.01,198206613,PC,10.9406641,2459852.091929,2.175,440.0,1.36492,503.0,4324.0,4.697,0.61,,1
tess,1742.01,219857012,CP,21.2690422,2460660.830697,5.893,350.0,1.87711,770.0,5707.0,4.31886,1.16,,1
tess,1743.01,219860288,CP,4.2660553,2459660.494212,0.69,1700.0,3.30511,506.0,3281.0,4.90415,0.32,,1
tess,1744.01,229455001,CP,22.3417286,2460623.320439,2.582,472.0,2.54102,598.0,6179.0,4.3969,1.14,,1
tess,1745.01,232635922,PC,5.984871,2459653.478364,2.2695614,2583.7788262,3.4443503,519.0,3759.0,4.80439,0.424468,,1
tess,1746.01,232650365,PC,2.5253323,2458684.784378,0.989829,1258.5718559,1.4761503,576.4840036,3340.0,4.81708,0.410465,,1
tess,1746.02,232650365,PC,3.8776815,2459660.640991,1.0297542,1077.9105507,1.365807,499.6923767,3340.0,4.81708,0.410465,,1
tess,1747.01,233071822,PC,2.7546548,2460657.306569,0.561,394.0,2.08088,808.0,4435.0,4.58929,0.7,,1
tess,1748.01,233071926,PC,1.8318623,2459662.449114,1.4211172,403.1219726,1.5299007,1144.0968579,4837.0,4.51662,0.768226,,1
tess,1749.01,233602827,CP,4.4891367,2459763.323055,1.8833377,1271.1867023,1.9980298,625.4009463,3959.0,4.68416,0.561356,,1
tess,1749.02,233602827,CP,9.0447039,2459647.515197,1.7653148,1611.0010188,2.2493746,495.1628187,3959.0,4.68416,0.561356,,1
tess,1698.01,190223929,PC,17.04198,2458847.69726,1.578,3520.0,,1092.0,7697.2,,,,1
tess,1699.01,22705558,PC,4.5470055,2459606.910667,2.382923,813.7370725,3.0070741,1096.3569775,5654.4,4.41,1.03909,,1
tess,170.01,394698182,PC,3.7115129,2459387.008657,2.685,12280.0,13.941,1245.0,5973.0,4.31,1.22,,1
tess,1700.01,23650642,FP,1.12355,2458843.38029,1.611,1020.0,3.49799,2055.0,5524.0,4.41,1.01,,0
tess,1701.01,274215536,PC,1.3341738,2459937.389746,1.3470884,2283.6562849,4.5073642,1320.8410635,4685.1,4.42,0.878958,,1
tess,1702.01,371210825,FP,0.40312,2458842.74962,0.853,1000.0,2.95177,1645.0,4252.9,4.37,0.89,,0
tess,1703.01,453387619,PC,1.2016105,2459605.526737,0.6498366,2414.8791188,5.3210497,1759.6991613,5747.6,4.39,1.07532,,1
tess,1704.01,95129101,FP,3.929983,2459575.195833,2.153,2270.0,6.51515,1244.0,6621.9,4.33,1.34,,0
tess,1705.01,137500798,FP,13.2054538,2460328.287633,4.875,644.0,3.74642,1039.0,6653.0,4.14,1.67,,0
tess,1706.01,230377505,PC,4.5156072,2460654.274794,2.628,449.0,2.07194,1297.0,5617.0,4.47,0.97,,1
tess,1706.02,230377505,PC,7.4057777,2460660.042173,2.778,325.0,1.67743,1111.0,5617.0,4.47,0.97,,1
tess,1707.01,240148934,FP,2.02365,2458843.26677,2.585,1710.0,5.96472,1952.0,6582.0,4.24,1.48,,0
tess,1708.01,241173474,APC,11.44192,2458853.1211,3.841,5510.0,9.64245,1006.0,6259.0,4.34,1.24,,0
tess,1709.01,29119552,PC,7.6288424,2459597.198308,3.311,10850.0,18.0261,1194.0,6157.0,4.1,1.6,,1
tess,171.01,309257814,PC,1.238601,2458570.408133,1.9048913,12167.5309178,12.1897562,1639.963909,5237.0,4.2427,1.1072299,,1
tess,171.02,309257814,FP,1.8135767,2458569.773308,1.0753316,4166.2802035,7.660458,1819.5378757,5237.0,4.2427,1.1072299,,0
tess,1710.01,445805961,CP,24.2833782,2460439.666809,5.132,2844.0,5.21152,654.0,5675.0,4.46,0.98,,1
tess,1711.01,461662295,FP,10.2558,2458844.85466,5.088,5740.0,7.44683,934.0,5326.0,4.43,0.97,,0
tess,1712.01,67926921,FP,3.566276,2459606.849596,4.197,3870.0,20.2251,1851.0,6831.4,3.61,3.17,,0
tess,1713.01,15863518,PC,0.5572565,2458842.70969,0.5671304,1198.7212417,3.2761782,1949.7515652,5097.6,4.42,0.946,,1
tess,1714.01,239154970,KP,3.4744763,2459603.425538,4.258,12920.0,19.6131,1789.0,6642.3,4.14,1.67,,1
tess,1715.01,142090065,FP,2.8269356,2459738.517459,1.1692366,950.9544382,4.8112209,1795.9446278,7072.0,4.28,1.50581,,0
tess,1716.01,14336130,CP,8.082354,2460298.678071,3.284,559.0,2.72432,959.0,5878.6,4.28,1.24,,1
tess,1717.01,149833117,PC,4.052389,2460310.509106,2.169,8976.0,13.1098,1227.0,6578.0,4.31,1.36,,1
tess,1718.01,257241363,PC,5.5870396,2460278.309588,2.745,1907.0,4.24332,948.0,5378.0,4.46,0.94,,1
tess,1719.01,293617835,PC,2.7552586,2460337.550728,1.17,338.0,9.65945,1481.0,6096.4,3.26,4.17,,1
tess,172.01,29857954,CP,9.47686,2458326.92242,4.392,2980.0,9.80856,993.0,5801.8,4.32,1.79,,1
tess,1720.01,356473034,KP,2.6158597,2459957.574412,2.517,13363.0,13.1204,1267.0,5267.0,4.32,1.08,,1
tess,1721.01,51234631,KP,4.1250429,2460339.400472,4.454,8804.0,15.3479,1608.0,6304.0,4.11,1.62,,1
tess,1722.01,85242435,PC,9.6052235,2460323.319677,3.628,1437.0,3.86469,952.0,6137.0,4.43,1.09,,1
tess,1723.01,71431780,CP,13.7270395,2460307.768558,4.007,901.0,2.95921,802.0,5777.0,4.38035,1.09,,1
tess,1724.01,81212286,FP,0.6850808,2458843.027821,1.0565887,2675.7176662,1.9806358,922.0627729,3541.0,4.8452,0.380019,,0
tess,1725.01,86396382,KP,1.0914304,2458842.997159,3.05123,15377.7920504,22.6154555,2428.5408709,6154.0,4.02046,1.74942,,1
tess,1726.01,130181866,CP,7.107934,2458845.373051,3.440833,501.6058242,2.2881711,885.9071544,5694.11,4.53108,0.902932,,1
tess,1726.02,130181866,CP,20.5438153,2459583.637103,4.0537919,799.3817133,2.5734283,621.931143,5694.11,4.53108,0.902932,,1
tess,1727.01,241225337,PC,1.8308782,2458842.784934,1.5764906,464.5713657,2.1988321,1430.8837135,5566.0,4.44006,0.98869,,1
tess,1728.01,285048486,CP,3.4913952,2459604.399093,1.763,5400.0,4.9395,718.0,3907.0,4.62346,0.63,,1
tess,1729.01,298666530,FP,0.5732087,2458842.505715,0.4582376,432048.7343961,,,5780.0,4.438,,,0
tess,173.01,270341214,PC,29.7537451,2458333.410136,8.0780445,6350.8299407,11.9868976,777.9510591,6409.0,4.20097,1.46863,,1
tess,173.02,270341214,PC,9.1702265,2458329.295582,5.6855842,305.9835677,2.6317754,1151.7002703,6409.0,4.20097,1.46863,,1
tess,1730.01,318022259,PC,6.2262315,2459952.635271,2.239,1488.0,2.75524,910.0,3691.0,4.70931,0.53,,1
tess,1730.02,318022259,PC,2.1555232,2459961.132517,1.445,742.0,1.47809,944.0,3691.0,4.70931,0.53,,1
tess,1730.03,318022259,PC,12.5739572,2459598.372283,2.722,2170.0,2.4359,439.0,3691.0,4.70931,0.53,,1
tess,1731.01,371234684,KP,3.9228042,2459603.86508,3.205,13970.0,15.8493,1369.0,6193.0,4.2858,1.3,,1
tess,1732.01,470987100,PC,4.1192231,2459601.239901,2.1841675,1236.5042452,2.2236629,657.7908482,3876.0,4.62394,0.632571,,1
tess,1733.01,53427308,FP,5.80322,2458844.7654,1.569,1710.0,6.3744,781.0,5846.0,4.11,1.5,,0
tess,1734.01,224596152,PC,28.8745078,2458688.866362,4.4849765,584.5089133,2.7122882,586.7970552,5773.0,4.46229,0.988898,,1
tess,1735.01,365673804,PC,10.3857602,2460395.941454,3.101,380.0,2.37414,904.0,6439.0,4.35142,1.26,,1
tess,1736.01,408618999,CP,7.0731057,2460660.093314,3.819,439.0,2.69175,1099.0,5656.0,4.1408,1.41,,1
tess,1737.01,233009109,PC,14.4479828,2460653.042568,6.353,218.0,2.79468,1605.0,6669.0,4.01,1.95,,1
tess,1738.01,104208182,PC,3.6985817,2458792.656633,1.5474205,3061.8238445,4.3816478,709.1406179,3948.0,4.59404,0.6692,,1
tess,1739.01,159418353,CP,8.3033493,2460661.435023,1.705,571.0,1.95844,685.0,4814.0,4.54519,0.78,,1
tess,1783.01,229938290,PC,1.4198659,2458871.091166,1.3058497,465.2106205,2.2822776,1520.4997021,5406.0,4.42475,0.984511,,1
tess,1784.01,241196395,APC,2.0937563,2459633.75904,0.433,1250.0,6.75578,1014.0,6435.69,4.3758,1.23,,0
tess,1785.01,230386259,PC,11.0023133,2459944.890087,5.305,298.0,4.25882,1120.0,6264.0,4.25903,2.87,,1
tess,1786.01,86280613,FP,9.573548,2460325.905001,2.036,2788.0,15.6118,1135.0,6505.0,4.04,1.83,,0
tess,1787.01,372730331,PC,8.7046669,2459627.995561,2.58,9660.0,28.8458,1172.0,6427.0,4.11,1.67,,1
tess,1788.01,450327768,FP,5.34326,2458875.04671,1.426,6980.0,10.4171,751.0,5776.0,4.25,1.26,,0
tess,1789.01,172518755,CP,3.2087149,2460279.071213,1.639,1960.0,12.3921,1287.0,5971.4,3.77,2.26,,1
tess,179.01,207141131,CP,4.1374379,2458354.588198,1.8454937,1125.5354645,2.6757659,918.6796864,5058.0,4.51761,0.802633,,1
tess,1790.01,310981412,FA,9.62517,2458684.16048,3.725,540.0,2.03371,1007.0,6149.0,4.57,0.93,,0
tess,1791.01,233684293,FA,48.4808217,2459755.574206,8.081,110.0,2.36501,684.0,6153.0,3.72,2.47,,0
tess,1792.01,29191596,PC,8.8164887,2459629.386516,3.895,170.0,1.28915,973.0,5502.5,4.43,0.99,,1
tess,1793.01,304142124,CP,55.087,2460017.429225,5.709,2509.0,4.36639,562.0,5175.0,4.51,0.87,,1
tess,1794.01,286916251,CP,8.7655468,2458715.310896,4.0264463,572.6986983,3.3302665,992.0587214,5707.0,4.21803,1.29921,,1
tess,1795.01,135083444,FP,2.7917911,2458899.610227,1.4664254,1018.9771433,6.0002066,1435.6065273,6071.0,4.36,1.16271,,0
tess,1796.01,138819293,KP,2.6438856,2459639.963332,0.9689289,6404.7051471,3.812114,594.0533593,3456.0,4.8,0.425432,,1
tess,1797.01,368435330,CP,3.6451549,2459631.901476,2.055,780.0,2.99324,1143.0,5922.0,4.43,1.05,,1
tess,1797.02,368435330,CP,1.0376109,2459635.926283,1.588,210.0,1.53671,1926.0,5922.0,4.43,1.05,,1
tess,1749.03,233602827,KP,2.3889051,2458684.354953,1.032409,569.8511771,1.3399401,771.7556976,3959.0,4.68416,0.561356,,1
tess,175.01,307210830,CP,3.6906759,2460688.70837,1.107,1657.0,1.36751,479.0,3469.0,4.9401,0.31,,1
tess,175.02,307210830,CP,7.4507305,2460039.154503,0.475,1542.0,3.04528,329.0,3469.0,4.9401,0.31,,1
tess,175.03,307210830,CP,2.2531062,2458354.907237,0.9939837,682.3972723,0.826635,567.3025213,3469.0,4.9401,0.31416,,1
tess,1750.01,237099296,PC,11.3373614,2459663.822557,2.8611319,1194.0451617,2.619494,612.9150641,4765.0,4.55138,0.768675,,1
tess,1751.01,287080092,CP,37.4685042,2460607.061003,7.685,429.0,2.56325,1037.0,6114.0,4.293,1.27,,1
tess,1752.01,287139872,PC,0.9351891,2459662.731174,0.7694649,1150.2871156,1.8032935,952.065635,3652.0,4.71387,0.526987,,1
tess,1752.02,287139872,PC,32.7135406,2458704.636574,5.075467,1469.2598788,2.4202837,291.1102616,3652.0,4.71387,0.526987,,1
tess,1753.01,289580577,CP,5.3846239,2459653.733754,3.2617296,630.6901313,2.6170633,1001.7564461,5700.0,4.48088,0.959022,,1
tess,1754.01,332477926,PC,16.2143217,2459662.802223,3.8395249,1553.7064339,2.8235075,404.1671972,3849.0,4.65688,0.593295,,1
tess,1755.01,356978132,APC,60.1848926,2460644.817094,3.546,2242.0,11.0047,597.0,6499.0,4.35362,1.27,,0
tess,1756.01,364074068,PC,2.7830114,2458764.851874,1.7406295,916.2640701,1.7104603,696.3924073,3756.0,4.68309,0.562607,,1
tess,1757.01,367753709,PC,2.125687,2459633.261116,1.4649664,570.6858828,1.6780073,970.7631647,4428.0,4.57977,0.707159,,1
tess,1757.02,367753709,PC,5.0097113,2458685.759866,0.9457107,560.4159621,1.6316574,729.4723335,4428.0,4.57977,0.707159,,1
tess,1758.01,367858035,CP,20.7051499,2460421.696841,3.348,1822.0,3.39245,531.0,5169.0,4.57,0.81,,1
tess,1759.01,408636441,CP,18.8500438,2460404.266149,3.407,2610.0,3.09094,435.0,3960.0,4.62853,0.63,,1
tess,176.01,272086159,FP,16.155373,2458649.291373,1.556705,71225.723174,10.424281,297.2885497,3270.0,4.98242,0.271,,0
tess,1760.01,420112587,FP,11.062666,2458691.531496,2.0842156,4957.8780942,2.6437021,293.8838939,3212.0,4.98029,0.254522,,0
tess,1761.01,424391516,PC,11.5922513,2459714.913736,3.4868947,373.1625573,2.4230886,926.7725725,6311.0,4.37813,1.19407,,1
tess,1762.01,435680451,PC,24.141229,2458810.921261,3.069765,1612.7795426,4.0770689,637.122924,6156.0,4.55262,0.94842,,1
tess,1763.01,441739871,PC,3.797872,2458684.788007,1.0636976,1501.0825028,1.9296055,554.7006125,3520.0,4.76125,0.472869,,1
tess,1764.01,1551345500,PC,47.3860753,2459744.020242,1.81,19550.0,9.77368,248.0,4415.0,4.69831,0.62,,1
tess,1765.01,272672133,PC,3.493958,2459690.102516,1.961,3650.0,5.65971,984.0,5203.4,4.47,0.9,,1
tess,1766.01,67666096,KP,2.7033942,2459635.207263,2.927,10340.0,16.72,1790.0,6518.0,4.15,1.61,,1
tess,1767.01,8767448,KP,4.3532339,2458892.510627,3.869,10270.0,16.2509,1388.0,5914.0,4.07,1.59,,1
tess,1768.01,137906197,CP,7.3377236,2460331.444718,4.243,795.0,3.2807,1566.0,5994.0,4.4,1.1,,1
tess,1769.01,287225295,APC,0.6097554,2460338.470141,0.416,670.0,3.5774,1599.0,5493.0,4.52,0.89,,0
tess,177.01,262530407,CP,2.8531016,2460204.963281,1.142,1395.0,2.02068,610.0,3703.0,4.76229,0.52,,1
tess,1770.01,457138169,FP,1.0924536,2459605.893177,1.2245785,874.580104,6.5935026,2235.1877779,6273.0,4.2,1.4487799,,0
tess,1771.01,252479260,KP,3.2122302,2460362.105227,2.653,14429.0,13.0356,1183.0,5357.7,4.37,1.04,,1
tess,1772.01,85293053,CP,8.0542207,2459628.849872,3.0287161,706.8165307,2.8337706,877.6725493,5583.1,4.44,0.995254,,1
tess,1772.02,85293053,PC,,2459618.707643,5.3489749,2162.8449313,4.7263644,811.6771905,5583.1,4.44,0.995254,,1
tess,1773.01,332064670,KP,0.7365463,2458870.692828,1.5732208,384.6733121,2.0231121,1831.2668801,5250.0,4.42,0.963515,,1
tess,1774.01,4897275,CP,16.7100422,2458872.341155,5.4004652,615.2873631,2.7396616,747.4400609,5853.7,4.38636,1.09271,,1
tess,1775.01,9348006,CP,10.2405483,2459635.364326,3.538,9950.0,8.69623,760.0,5251.0,4.54337,0.84,,1
tess,1776.01,21535395,CP,2.8009915,2458871.488566,1.4985399,204.8553325,1.4033915,1240.8853925,5723.87,4.49543,0.945408,,1
tess,1777.01,29191624,CP,14.6503935,2459635.116524,2.08,330.0,1.81908,580.0,5859.45,4.4776,0.98,,1
tess,1778.01,39699648,CP,6.5273884,2458875.997532,3.1190657,415.430891,2.8972637,1149.830319,6023.0,4.23995,1.32944,,1
tess,1779.01,67646988,KP,1.8817191,2459633.119867,1.236,99270.0,10.9698,606.0,3138.0,4.91873,0.31,,1
tess,178.01,251848941,CP,6.5578513,2460196.437088,2.08,1596.0,2.54474,622.0,4111.0,4.55528,0.66,,1
tess,178.02,251848941,CP,20.708504,2458354.55219,2.236524,1657.067907,3.751004,535.9397866,4111.0,4.55528,0.701202,,1
tess,178.03,251848941,CP,9.9616347,2458362.954199,2.4648052,1084.4327062,2.2807327,551.2319188,4111.0,4.55528,0.660806,,1
tess,178.04,251848941,KP,3.2384253,2458356.107512,1.9941055,532.7580623,1.5148369,801.6779386,4111.0,4.55528,0.660806,,1
tess,178.05,251848941,KP,15.2321843,2458364.914977,2.5318138,1228.5332287,2.6196767,225.1300261,4111.0,4.55528,0.660806,,1
tess,1780.01,99834717,KP,1.7063264,2459632.745042,1.359,10980.0,10.1999,1091.0,4974.0,4.44059,0.9,,1
tess,1781.01,137881699,KP,2.9720774,2459633.496924,4.41,6440.0,15.6498,1848.0,6101.12,3.92024,1.95,,1
tess,1782.01,160045097,CP,4.9877056,2459635.737444,2.2769107,1192.3398198,2.4703077,697.8376698,4336.0,4.62012,0.668693,,1
tess,1782.02,160045097,CP,1.8290294,2459632.816808,1.6679098,704.8493933,2.1268375,974.9472494,4336.0,4.62012,0.668693,,1
tess,1782.03,160045097,PC,18.7559765,2459625.059505,2.5550705,1506.818331,2.9737536,448.7537809,4336.0,4.62012,0.668693,,1
tess,1836.02,207468071,FP,1.7727505,2460477.136269,1.519,243.0,2.73549,2058.0,6351.0,4.12,1.62,,0
tess,1837.01,144441148,APC,5.8182239,2458931.250769,1.1943658,1069.5709916,7.8231031,1453.0357399,5961.28,3.87842,1.99038,,0
tess,1838.01,162689341,KP,2.1747062,2459717.232201,2.846111,11173.1929564,14.231871,1618.6367047,6046.76,4.28918,1.2561899,,1
tess,1839.01,381714186,PC,1.4238067,2459690.241643,1.5009585,721.0458571,2.6855348,1405.3497526,5382.69,4.55152,0.848099,,1
tess,184.01,300871545,FP,4.8170684,2460186.764732,3.1822663,23137.3629965,24.4342674,1416.8065929,6380.0,4.24852,1.44956,,0
tess,1840.01,165987272,KP,7.8456075,2459658.642419,5.892,7020.0,14.2866,1442.0,6266.0,4.08874,1.65,,1
tess,1841.01,168699373,KP,4.3011975,2459688.443452,2.982,22050.0,15.3684,1027.0,5115.16,4.34437,1.03,,1
tess,1842.01,404505029,CP,9.5739531,2459680.103432,4.172,3170.0,12.4956,1208.0,6115.0,3.87646,2.05,,1
tess,1843.01,258871793,FP,9.1469122,2458931.120722,4.618497,8770.0961182,12.7002634,999.320223,5954.0,4.26,1.2752,,0
tess,1844.01,198108326,KP,3.2130578,2459685.398095,2.169,22530.0,11.0975,918.0,4652.87,4.61265,0.7,,1
tess,1845.01,272758199,PC,3.6610026,2459666.132177,2.6047415,18701.4218317,13.3480688,1066.031538,5271.0,4.44,0.943402,,1
tess,1846.01,198385543,CP,3.9306746,2459884.349803,1.4305142,1637.1984269,1.7902006,523.4432264,3512.0,4.81618,0.411452,,1
tess,1847.01,54002556,KP,35.4557945,2459099.821541,3.867,9890.0,8.9807,485.0,5076.0,4.53,0.83,,1
tess,1847.02,54002556,PC,12.7645811,2459130.150082,2.132,3000.0,4.21676,550.0,5076.0,4.53,0.83,,1
tess,1848.01,219824469,FP,5.4809161,2459661.07431,5.031,2770.0,8.64837,1507.0,5923.0,4.05,1.62,,0
tess,1849.01,23740089,APC,9.862756,2460412.030494,2.323,4278.0,8.40839,942.0,5595.0,4.32,1.14,,0
tess,185.01,100100827,KP,0.9414525,2460205.353322,2.05,11445.0,15.342,2251.0,6400.0,4.36583,1.35,,1
tess,1798.01,198153540,CP,8.0214735,2458741.600395,3.2087652,882.3089291,2.3381058,737.0887807,5165.2,4.59,0.784618,,1
tess,1798.02,198153540,CP,0.4378083,2458739.074846,1.1404291,290.8856184,1.374002,1943.1657306,5165.2,4.59,0.784618,,1
tess,1799.01,8967242,CP,7.093853,2458904.815773,2.5107626,284.2381135,1.6277147,911.9619079,5690.0,4.48062,0.956941,,1
tess,180.01,51912829,APC,0.8353899,2458325.896392,1.0385175,2265.3656619,10.0508253,2917.1103577,6082.0,3.77654,2.0701201,,0
tess,1800.01,17993892,KP,4.1244833,2459632.338336,3.567,9590.0,12.4249,1289.0,5634.0,4.24009,1.26,,1
tess,1801.01,119584412,CP,10.6439385,2459648.619735,2.713,1240.0,1.98891,504.0,3815.0,4.69775,0.55,,1
tess,1802.01,138762614,PC,16.7961107,2458904.154502,3.4989302,1816.2755985,2.5066457,397.8391483,3859.0,4.66612,0.582436,,1
tess,1803.01,144401492,PC,12.8858629,2459659.055645,2.098,3170.0,4.21693,576.0,4868.61,4.6604,0.69,,1
tess,1803.02,144401492,PC,6.2932111,2459659.815411,2.188,1810.0,2.98555,769.0,4868.61,4.6604,0.69,,1
tess,1804.01,148679712,PC,4.9246365,2460364.133409,2.756,803.0,2.74529,1060.0,5428.81,4.3631,1.06,,1
tess,1805.01,165763244,PC,24.0510453,2458757.207853,3.3687329,1194.9103544,2.9822257,538.7398234,5232.43,4.52455,0.855433,,1
tess,1806.01,166648874,CP,15.1512051,2458909.543414,2.3438166,4955.304292,2.8411799,308.7009384,3272.0,4.82521,0.401575,,1
tess,1806.02,166648874,PC,8.1960758,2458905.228249,1.4883227,4699.5344472,2.7663658,378.8654659,3272.0,4.82521,0.401575,,1
tess,1806.03,166648874,PC,0.5019031,2458899.698659,0.9470423,1536.5683135,1.8451862,961.1999156,3272.0,4.82521,0.401575,,1
tess,1807.01,180695581,CP,0.54937,2459664.070547,0.883,370.0,1.53904,1706.0,4612.99,4.56172,0.74,,1
tess,1808.01,307734817,FP,2.1075001,2458900.910995,1.9093483,4256.1743008,11.7706128,1896.6316071,6351.66,4.13453,1.59204,,0
tess,1809.01,347329162,KP,4.6170519,2459659.915254,3.555,12210.0,12.4681,1281.0,5797.0,4.36164,1.11,,1
tess,181.01,76923707,CP,4.5320502,2458358.118263,2.3754425,7874.5852788,7.0590799,850.9218562,4983.0,4.61445,0.805573,,1
tess,1810.01,373693175,KP,1.3273482,2459662.70189,2.083,18850.0,15.4709,1697.0,5555.05,4.36832,1.07,,1
tess,1811.01,376524552,CP,3.7130701,2459661.050292,1.654,19610.0,11.7215,762.0,4719.0,4.49738,0.81,,1
tess,1812.01,207425167,PC,,2458924.593048,7.3027567,9219.8978429,7.0430812,571.1843728,5059.36,4.62542,0.738692,,1
tess,1812.02,207425167,PC,11.6098182,2458902.48287,3.5623705,1391.5795455,2.7371461,623.412155,5059.36,4.62542,0.738692,,1
tess,1812.03,207425167,PC,48.3320223,2458909.510365,5.3736904,4780.0505501,5.0923959,307.5828267,5059.36,4.62542,0.738692,,1
tess,1813.01,377290815,FP,0.798,2458684.12719,0.679,190.0,2.95586,1525.0,6194.2,4.0,1.84,,0
tess,1814.01,160440924,PC,6.3684627,2459653.488784,6.3480149,461.2506691,5.1407901,977.8321546,4971.0,,2.3894999,,1
tess,1815.01,233720539,FP,2.555332,2460559.904763,5.14,6550.0,20.5128,2259.0,6454.0,3.77,2.48,,0
tess,1816.01,237108272,FA,22.7873,2458688.28857,5.334,410.0,2.42982,,5845.0,,1.16,,0
tess,1817.01,285094173,PC,13.3983724,2459645.227114,2.2302111,1329.4475111,6.0631073,957.0695694,6131.3,4.18,1.45244,,1
tess,1818.01,330799746,PC,5.5115114,2459639.827662,4.7379743,3342.8070054,10.0325305,1378.4287279,6236.9,4.09,1.63332,,1
tess,1819.01,341815767,FA,3.09374,2458685.5559,2.451,150.0,1.72207,1541.0,6610.0,4.24,1.47,,0
tess,182.01,76989773,APC,1.76918,2458355.08255,1.768,9570.0,11.6236,1780.0,5569.0,4.32065,0.96,,0
tess,1820.01,393831507,CP,4.860673,2459661.328325,2.632,6140.0,11.4272,1151.0,5778.2,4.16,1.4,,1
tess,1821.01,82308728,KP,9.4893231,2459664.085255,2.757,940.0,2.4304,708.0,5120.0,4.6,0.77,,1
tess,1822.01,9392421,APC,9.6136615,2459623.129601,5.292,7000.0,14.5701,1037.0,5637.7,3.97,1.71,,0
tess,1823.01,142381532,CP,38.8135498,2460345.348566,5.944,9593.0,8.20695,486.0,4760.0,4.49,0.82,,1
tess,1824.01,142387023,CP,22.8085719,2460362.103539,3.847,977.0,2.45459,544.0,5182.0,4.55,0.82,,1
tess,1825.01,229750058,PC,10.1824299,2459752.123396,2.788,10610.0,10.7723,768.0,5450.0,4.42,1.01,,1
tess,1826.01,229400092,CP,4.1419805,2459761.726499,2.3809654,10130.9411804,12.9812632,1182.988488,5418.3,4.31,1.15614,,1
tess,1827.01,390651552,CP,1.467119,2459691.149337,1.0069313,1550.632368,1.3241394,639.3631768,3297.0,4.89,0.331472,,1
tess,1828.01,232982938,CP,9.0941239,2459918.438376,4.389,2570.0,8.09838,1020.0,5759.8,4.07,1.56,,1
tess,1829.01,235905185,PC,6.2895835,2459775.884516,3.044,24300.0,15.9901,930.0,5565.0,4.41544,1.02,,1
tess,183.01,183979262,FP,3.4307565,2459063.727306,3.1443388,9664.2985634,29.7749124,2139.9713716,6270.0,3.61332,2.72192,,0
tess,1830.01,20182165,FP,9.7815625,2459680.305818,3.736,20040.0,18.205,1079.0,6327.16,4.37297,1.21,,0
tess,1831.01,27194429,APC,0.5553244,2459665.464633,0.8336658,353.7045175,4.4033839,3711.6634241,6864.0,3.89932,2.2681701,,0
tess,1832.01,307956397,PC,4.1508569,2459765.040315,2.19,8700.0,7.61178,837.0,4652.0,4.52358,0.78,,1
tess,1833.01,61098812,KP,3.6935997,2459684.730994,4.466185,8580.4318905,17.0086591,1622.8246189,6097.47,3.99566,1.78076,,1
tess,1834.01,71612483,APC,1.2164402,2459689.763585,1.847,15450.0,16.0243,2139.0,5610.0,4.42006,1.02,,0
tess,1835.01,347332255,PC,5.6419598,2458932.763635,3.0871502,543.838848,1.8245844,843.1141848,5297.0,4.61016,0.782479,,1
tess,1835.02,347332255,PC,,2458937.873023,3.9454498,886.4838237,2.5398986,672.7171326,5297.0,4.61016,0.782479,,1
tess,1836.01,207468071,CP,20.3807824,2458933.167227,6.6590149,2371.5221505,8.2227994,897.7592727,6351.0,4.12,1.61988,,1
tess,2398.01,322807675,PC,19.4061437,2459285.441427,1.961,11150.0,8.75357,398.0,5099.0,4.55,0.82,,1
tess,2399.01,219701535,PC,5.4681892,2459302.317644,1.814,4290.0,11.2463,1109.0,6597.0,4.16,1.61,,1
tess,240.01,101948569,PC,19.4723016,2458360.114761,4.2893299,1766.1828394,3.6117414,453.4125095,4333.0,4.5109,0.702945,,1
tess,2400.01,260849386,FP,1.0339,2458568.22176,1.404,520.0,5.37338,1993.0,6444.0,3.84,2.28,,0
tess,2401.01,11521555,PC,5.8681984,2460012.073961,3.651,2639.0,18.1157,1704.0,6294.0,3.55,3.1,,1
tess,2402.01,1525480,PC,5.5094951,2459276.117338,2.892,7700.0,8.55825,999.0,5519.0,4.45,0.97,,1
tess,2403.01,293435336,KP,1.8098811,2459448.895243,3.7636624,13033.5612701,21.9555549,2159.4341567,6278.2,3.97,1.89121,,1
tess,2404.01,142087638,PC,20.362741,2458509.255951,4.5890238,1126.8782473,4.2523478,751.630191,6142.0,4.35874,1.18003,,1
