mission,obj_id,star_id,label_raw,period_days,epoch_bjd,dur_hrs,depth_ppm,rp_re,teq_k,st_teff_k,st_logg_cgs,st_rad_rsun,st_mass_msun,label
kepler,K00752.01,10797460,CONFIRMED,9.48803557,2455003.53875,2.9575,615.8,2.26,793.0,5455.0,4.467,0.927,0.919,1.0
kepler,K00752.02,10797460,CONFIRMED,54.4183827,2454995.51384,4.507,874.8,2.83,443.0,5455.0,4.467,0.927,0.919,1.0
kepler,K00754.01,10848459,FALSE POSITIVE,1.736952453,2455003.307565,2.40641,8079.2,33.46,1395.0,5805.0,4.564,0.791,0.836,0.0
kepler,K00755.01,10854555,CONFIRMED,2.525591777,2455004.59555,1.6545,603.3,2.75,1406.0,6031.0,4.438,1.046,1.095,1.0
kepler,K00756.01,10872983,CONFIRMED,11.09432054,2455004.20116,4.5945,1517.5,3.9,835.0,6046.0,4.486,0.972,1.053,1.0
kepler,K00756.02,10872983,CONFIRMED,4.13443512,2455005.97937,3.1402,686.0,2.77,1160.0,6046.0,4.486,0.972,1.053,1.0
kepler,K00756.03,10872983,CONFIRMED,2.56658897,2455012.55437,2.429,226.5,1.59,1360.0,6046.0,4.486,0.972,1.053,1.0
kepler,K00114.01,6721123,FALSE POSITIVE,7.36178958,2454965.25053,5.022,233.7,39.21,1342.0,6227.0,3.986,1.958,1.358,0.0
kepler,K00757.01,10910878,CONFIRMED,16.06864674,2455006.621937,3.5347,4914.3,5.76,600.0,5031.0,4.485,0.848,0.801,1.0
kepler,K00001.01,11446443,CONFIRMED,2.470613377,2454955.763305,1.74319,14230.9,13.04,1339.0,5820.0,4.457,0.964,0.971,1.0
kepler,K00002.01,10666592,CONFIRMED,2.204735417,2454954.3585417,3.88864,6674.7,16.1,2048.0,6440.0,4.019,1.952,1.449,1.0
kepler,K00010.01,6922244,CONFIRMED,3.522498429,2454954.1194228,3.19843,9145.7,14.59,1521.0,6225.0,4.169,1.451,1.132,1.0
kepler,K00112.02,10984090,CONFIRMED,3.709214104,2454966.98318,2.6302,131.1,1.16,1206.0,5833.0,4.407,1.022,0.974,1.0
kepler,K00742.01,10419211,FALSE POSITIVE,11.521446064,2455003.839688,3.6399,17984.3,150.51,753.0,5795.0,4.554,0.848,0.938,0.0
kepler,K00743.01,10464078,FALSE POSITIVE,19.40393776,2455005.484253,12.2155,8918.7,7.18,523.0,5043.0,4.591,0.68,0.657,0.0
kepler,K00744.01,10480982,FALSE POSITIVE,19.221388942,2455017.5521637,4.79843,74284.0,49.29,698.0,6117.0,4.496,0.947,1.025,0.0
kepler,K00745.01,10485250,FALSE POSITIVE,16.46983774,2455013.881761,9.4378,10478.9,7.94,595.0,5152.0,4.517,0.786,0.741,0.0
kepler,K00746.01,10526549,CONFIRMED,9.27358173,2455006.258155,3.2875,1288.3,2.47,649.0,4856.0,4.583,0.696,0.676,1.0
kepler,K00747.01,10583066,CONFIRMED,6.02930329,2455004.602959,1.5821,1912.7,2.85,678.0,4537.0,4.648,0.672,0.761,1.0
kepler,K00748.01,10583180,FALSE POSITIVE,2.696370652,2455003.73769,3.6129,397.9,1.58,1066.0,4989.0,4.504,0.819,0.781,0.0
kepler,K00749.01,10601284,CONFIRMED,5.349553819,2455004.80694,3.0278,831.0,2.55,919.0,5185.0,4.44,0.91,0.831,1.0
kepler,K00749.02,10601284,CONFIRMED,3.94105221,2454969.08662,2.5984,363.3,1.7,1018.0,5185.0,4.44,0.91,0.831,1.0
kepler,K00749.03,10601284,CONFIRMED,8.10904807,2454965.8031,3.596,217.4,1.3,800.0,5185.0,4.44,0.91,0.831,1.0
kepler,K00113.01,2306756,FALSE POSITIVE,386.6030528,2454999.342079,6.8057,24926.6,41.5,297.0,5543.0,4.081,1.58,1.103,0.0
kepler,K00750.01,10662202,CONFIRMED,21.67699193,2455004.53594,3.4555,857.2,2.95,530.0,4954.0,4.5,0.828,0.791,1.0
kepler,K00751.01,10682541,CONFIRMED,4.99677968,2455004.74208,2.1717,934.7,2.78,917.0,5339.0,4.552,0.847,0.931,1.0
kepler,K00769.01,11460018,CONFIRMED,4.280963604,2455004.89659,2.875,750.8,2.3,1012.0,5644.0,4.564,0.831,0.928,1.0
kepler,K00770.01,11463211,FALSE POSITIVE,1.50635409,2455003.998064,1.5155,2211.7,4.53,1452.0,5714.0,4.563,0.831,0.926,0.0
kepler,K00771.01,11465813,FALSE POSITIVE,670.645531,2455042.04355,53.412,18090.6,14.14,196.0,5520.0,4.466,0.983,1.03,0.0
kepler,K00772.01,11493732,FALSE POSITIVE,61.2563628,2455006.83826,7.633,5123.3,39.87,505.0,6144.0,4.402,1.091,1.093,0.0
kepler,K00773.01,11507101,CONFIRMED,38.3775486,2455005.82048,5.588,724.2,2.82,529.0,5481.0,4.369,1.036,0.915,1.0
kepler,K00757.02,10910878,CONFIRMED,41.19725502,2454998.00404,4.6297,2213.9,3.86,439.0,5031.0,4.485,0.848,0.801,1.0
kepler,K00757.03,10910878,CONFIRMED,6.252962249,2455004.30126,2.5819,1036.9,2.65,823.0,5031.0,4.485,0.848,0.801,1.0
kepler,K00758.01,10987985,CONFIRMED,16.01308419,2455009.3608,3.2554,1121.9,3.1,593.0,5015.0,4.499,0.826,0.785,1.0
kepler,K00759.01,11018648,CONFIRMED,32.62876672,2455027.1019,4.7971,1804.8,3.36,506.0,5586.0,4.56,0.798,0.844,1.0
kepler,K00759.02,11018648,CONFIRMED,91.7732862,2455026.8378,6.473,652.0,2.12,359.0,5586.0,4.56,0.798,0.844,1.0
kepler,K00760.01,11138155,CONFIRMED,4.959319244,2455005.2585292,2.22739,9802.0,12.21,1103.0,5712.0,4.359,1.082,0.976,1.0
kepler,K00761.01,11152159,FALSE POSITIVE,2.701287801,2455003.69579,3.3827,860.4,6.54,1222.0,5550.0,4.468,0.91,0.889,0.0
kepler,K00762.01,11153539,CONFIRMED,4.49876511,2455004.34905,3.7362,460.0,2.1,1133.0,6075.0,4.486,0.969,1.048,1.0
kepler,K00763.01,11242721,FALSE POSITIVE,19.651209505,2455012.401981,5.2514,11766.3,12.42,730.0,6074.0,4.391,1.063,1.014,0.0
kepler,K00115.01,9579641,CONFIRMED,5.412203927,2454966.143089,2.9472,601.6,2.94,1093.0,5779.0,4.339,1.087,0.941,1.0
kepler,K00764.01,11304958,CONFIRMED,41.43958662,2455041.93203,10.5989,2793.1,5.5,516.0,5468.0,4.367,1.046,0.93,1.0
kepler,K00765.01,11391957,CONFIRMED,8.35389523,2455004.63257,2.2514,1041.6,2.52,790.0,5592.0,4.582,0.787,0.862,1.0
kepler,K00766.01,11403044,CONFIRMED,4.125543472,2455002.752585,3.1744,1487.3,4.43,1243.0,6174.0,4.417,1.103,1.162,1.0
kepler,K00767.01,11414511,CONFIRMED,2.816504904,2455003.9676846,2.50587,16813.7,12.21,1219.0,5532.0,4.452,0.955,0.941,1.0
kepler,K00768.01,11442465,FALSE POSITIVE,33.93373447,2455019.67608,14.561,8503.7,7.34,430.0,5040.0,4.628,0.705,0.782,0.0
kepler,K00786.01,12110942,CONFIRMED,3.689920099,2455003.36571,2.6557,426.7,1.89,1147.0,5880.0,4.518,0.917,1.01,1.0
kepler,K00787.01,12366084,CONFIRMED,4.431238488,2455004.015,3.15,1010.9,3.25,1104.0,5714.0,4.428,1.015,1.007,1.0
kepler,K00787.02,12366084,CONFIRMED,11.37936986,2454966.84992,2.6255,1023.5,3.95,806.0,5714.0,4.428,1.015,1.007,1.0
kepler,K00788.01,12404086,CONFIRMED,26.39432897,2455009.05459,3.573,1510.9,3.07,489.0,5129.0,4.595,0.763,0.846,1.0
kepler,K00116.01,8395660,CONFIRMED,13.57078281,2454969.279194,3.3539,511.7,2.64,785.0,5854.0,4.406,1.012,0.951,1.0
kepler,K00115.02,9579641,CONFIRMED,7.12594387,2454972.00492,3.0014,192.4,1.79,997.0,5779.0,4.339,1.087,0.941,1.0
kepler,K00774.01,11656840,FALSE POSITIVE,7.442652004,2455002.9717797,2.3078,24446.2,15.03,967.0,6108.0,4.469,0.956,0.981,0.0
kepler,K00775.01,11754553,CONFIRMED,16.38489988,2455005.72782,3.0249,1127.1,2.0,433.0,4126.0,4.661,0.615,0.633,1.0
kepler,K00775.02,11754553,CONFIRMED,7.8774163,2455009.3759,2.0805,1306.1,2.16,553.0,4126.0,4.661,0.615,0.633,1.0
kepler,K00775.03,11754553,CONFIRMED,36.4454001,2454984.60125,4.007,1122.3,1.99,332.0,4126.0,4.661,0.615,0.633,1.0
kepler,K00776.01,11812062,CONFIRMED,3.728732147,2455004.793255,2.683,5226.5,6.02,1023.0,5497.0,4.577,0.809,0.907,1.0
kepler,K00778.01,11853255,CONFIRMED,2.243380573,2455003.679233,1.1196,821.7,1.99,822.0,4149.0,4.698,0.564,0.578,1.0
kepler,K00779.01,11909839,FALSE POSITIVE,10.405998015,2455010.197466,6.5036,14488.8,11.23,833.0,5746.0,4.393,0.924,0.77,0.0
kepler,K00780.01,11918099,CONFIRMED,2.337437946,2455004.761982,1.9982,971.2,2.34,1070.0,5005.0,4.595,0.765,0.85,1.0
kepler,K00781.01,11923270,CONFIRMED,11.59822233,2455013.395376,2.5237,2804.5,2.65,396.0,3688.0,4.79,0.473,0.503,1.0
kepler,K00782.01,11960862,CONFIRMED,6.575315881,2455006.634044,4.3084,2793.3,5.31,1015.0,5992.0,4.415,0.989,0.927,1.0
kepler,K00783.01,12020329,CONFIRMED,7.275040844,2455002.994217,7.5377,3001.0,4.86,833.0,5485.0,4.556,0.867,0.986,1.0
kepler,K00784.01,12066335,CONFIRMED,19.27153892,2455019.77093,2.7594,1219.8,1.93,393.0,4077.0,4.702,0.56,0.576,1.0
kepler,K00784.02,12066335,CONFIRMED,10.06524317,2454969.28906,1.369,1053.3,1.91,488.0,4077.0,4.702,0.56,0.576,1.0
kepler,K00785.01,12070811,CONFIRMED,12.3935651,2455011.74725,3.8896,916.6,2.66,677.0,5557.0,4.603,0.75,0.832,1.0
kepler,K00116.02,8395660,CONFIRMED,43.84439721,2454984.93538,6.802,615.2,2.87,531.0,5854.0,4.406,1.012,0.951,1.0
kepler,K00798.01,3120431,FALSE POSITIVE,3.341913228,2455004.63943,3.813,725.3,21.55,1032.0,5295.0,4.551,0.811,0.853,0.0
kepler,K00799.01,3246984,FALSE POSITIVE,1.626630225,2455002.820171,2.1145,1620.6,32.43,1547.0,5735.0,4.41,0.973,0.889,0.0
kepler,K00800.01,3342970,CONFIRMED,2.711504086,2455003.03417,3.0099,837.5,3.12,1420.0,6214.0,4.442,1.076,1.169,1.0
kepler,K00800.02,3342970,CONFIRMED,7.21203748,2455005.81782,4.0491,950.4,3.32,1025.0,6214.0,4.442,1.076,1.169,1.0
kepler,K00789.01,12459725,FALSE POSITIVE,14.1798187,2455004.50237,2.505,459.9,1.88,711.0,5799.0,4.539,0.878,0.975,0.0
kepler,K00790.01,12470844,CONFIRMED,8.47237911,2455007.16212,2.7245,1123.5,2.59,751.0,5354.0,4.587,0.788,0.884,1.0
kepler,K00790.02,12470844,CONFIRMED,60.4189369,2455014.16367,5.039,931.3,2.36,390.0,5354.0,4.587,0.788,0.884,1.0
kepler,K00791.01,12644822,CONFIRMED,12.611904345,2455013.892284,5.1497,6105.6,7.4,753.0,5795.0,4.508,0.919,0.992,1.0
kepler,K00792.01,2440757,FALSE POSITIVE,1.433769925,2455003.403536,1.8868,1976.3,46.58,1920.0,6017.0,4.22,1.339,1.083,0.0
kepler,K00793.01,2445129,FALSE POSITIVE,10.31872301,2455006.31543,3.836,871.7,28.59,876.0,5927.0,4.409,1.06,1.05,0.0
kepler,K00794.01,2713049,CONFIRMED,2.539183147,2455002.67494,2.4282,382.1,2.06,1332.0,5519.0,4.35,1.062,0.921,1.0
kepler,K00795.01,3114167,CONFIRMED,6.770300385,2455003.57662,2.0844,1304.0,2.77,812.0,5653.0,4.656,0.679,0.767,1.0
kepler,K00796.01,3114661,FALSE POSITIVE,0.444291966,2455002.865406,2.0792,10967.4,27.51,1836.0,5255.0,4.678,0.636,0.709,0.0
kepler,K00812.02,4139816,CONFIRMED,20.06036336,2454980.46554,3.3203,1494.7,1.96,361.0,3950.0,4.754,0.493,0.502,1.0
kepler,K00812.03,4139816,CONFIRMED,46.1842039,2454998.23729,4.758,1394.7,1.83,273.0,3950.0,4.754,0.493,0.502,1.0
kepler,K00116.04,8395660,CONFIRMED,23.9800854,2454980.537,5.351,104.0,1.31,649.0,5854.0,4.406,1.012,0.951,1.0
kepler,K00812.04,4139816,CONFIRMED,7.82502168,2454969.54995,2.186,520.8,1.2,494.0,3950.0,4.754,0.493,0.502,1.0
kepler,K00813.01,4275191,CONFIRMED,3.895936525,2455003.527552,2.3111,8544.8,7.34,1005.0,5557.0,4.592,0.774,0.866,1.0
kepler,K00814.01,4476123,CONFIRMED,22.36646466,2455008.45862,5.228,986.8,2.32,536.0,5395.0,4.615,0.734,0.821,1.0
kepler,K00801.01,3351888,CONFIRMED,1.625522174,2455003.8266564,2.38963,7969.0,9.73,1579.0,5539.0,4.322,1.106,0.935,1.0
kepler,K00803.01,3554600,FALSE POSITIVE,7.544039,2455004.7982,6.222,322.6,17.47,838.0,5657.0,4.567,0.824,0.919,0.0
kepler,K00804.01,3641726,CONFIRMED,9.02930689,2455010.20422,3.1449,1019.8,2.57,757.0,5349.0,4.526,0.82,0.824,1.0
kepler,K00805.01,3734868,FALSE POSITIVE,10.328035714,2455007.581054,7.7915,16917.7,13.28,843.0,5627.0,4.359,1.024,0.874,0.0
kepler,K00806.01,3832474,CONFIRMED,143.2063047,2454987.23552,8.9302,10565.7,8.9,308.0,5485.0,4.556,0.867,0.986,1.0
kepler,K00116.03,8395660,CONFIRMED,6.164876,2454968.63916,3.262,55.8,0.79,1021.0,5854.0,4.406,1.012,0.951,1.0
kepler,K00806.02,3832474,CONFIRMED,60.32494216,2455076.892578,6.6188,20280.4,12.19,411.0,5485.0,4.556,0.867,0.986,1.0
kepler,K00806.03,3832474,CONFIRMED,29.1598615,2454983.69922,4.803,488.0,1.91,524.0,5485.0,4.556,0.867,0.986,1.0
kepler,K00807.01,3836375,FALSE POSITIVE,1.540397253,2455003.50479,2.1541,816.1,25.69,1470.0,5663.0,4.53,0.915,1.034,0.0
kepler,K00808.01,3838486,FALSE POSITIVE,2.99025443,2455004.9834,5.414,589.2,1.7,918.0,4667.0,4.578,0.731,0.737,0.0
kepler,K00809.01,3935914,CONFIRMED,1.594745374,2455003.6483505,1.9604,15044.5,11.3,1539.0,5934.0,4.491,0.893,0.901,1.0
kepler,K00810.01,3940418,CONFIRMED,4.783002698,2455003.508434,2.335,1008.7,2.5,886.0,5170.0,4.574,0.807,0.891,1.0
kepler,K00811.01,4049131,CONFIRMED,20.50588921,2455014.43428,4.0595,2105.5,3.41,518.0,4905.0,4.544,0.761,0.739,1.0
kepler,K00812.01,4139816,CONFIRMED,3.340218842,2455004.979062,1.9104,1632.6,2.03,656.0,3950.0,4.754,0.493,0.502,1.0
kepler,K00828.01,5287983,FALSE POSITIVE,2.507089906,2455004.002455,2.0067,1339.2,30.26,1326.0,5926.0,4.506,0.939,1.03,0.0
kepler,K00829.01,5358241,CONFIRMED,18.64932728,2455007.771,4.4056,893.6,3.12,701.0,5775.0,4.405,1.053,1.026,1.0
kepler,K00117.02,10875245,CONFIRMED,4.90144976,2454971.60548,4.1654,140.7,1.7,1262.0,5847.0,4.191,1.402,1.113,1.0
kepler,K00829.02,5358241,CONFIRMED,9.75192101,2454971.78608,4.793,418.0,2.76,870.0,5775.0,4.405,1.053,1.026,1.0
kepler,K00829.03,5358241,CONFIRMED,38.5576546,2454996.85063,5.794,993.0,4.02,550.0,5775.0,4.405,1.053,1.026,1.0
kepler,K00830.01,5358624,CONFIRMED,3.525632539,2455003.0479951,2.59959,22335.0,11.58,975.0,5150.0,4.572,0.793,0.855,1.0
kepler,K00816.01,4664847,CONFIRMED,7.748094239,2455007.997206,3.5957,2472.1,5.52,964.0,5973.0,4.439,1.085,1.181,1.0
kepler,K00817.01,4725681,CONFIRMED,23.96793669,2455019.22182,3.827,1182.3,1.8,329.0,3747.0,4.728,0.524,0.536,1.0
kepler,K00817.02,4725681,CONFIRMED,8.29561738,2454968.79284,1.3421,824.3,1.82,469.0,3747.0,4.728,0.524,0.536,1.0
kepler,K00818.01,4913852,CONFIRMED,8.11437482,2455009.33968,2.2736,1558.0,2.1,460.0,3692.0,4.753,0.517,0.553,1.0
kepler,K00819.01,4932348,FALSE POSITIVE,38.036729482,2455029.934947,4.34617,82871.6,27.5,500.0,5575.0,4.521,0.932,1.051,0.0
kepler,K00011.01,11913073,FALSE POSITIVE,3.747838198,2455004.66504,5.0642,616.0,13.65,1031.0,5514.0,4.569,0.826,0.926,0.0
kepler,K00117.01,10875245,CONFIRMED,14.74914825,2454971.77799,6.0995,430.2,2.89,874.0,5847.0,4.191,1.402,1.113,1.0
kepler,K00821.01,5021899,CONFIRMED,21.81295996,2455007.01085,4.3791,1175.4,3.38,639.0,5601.0,4.41,0.999,0.934,1.0
kepler,K00822.01,5077629,FALSE POSITIVE,7.91936937,2455005.181092,3.3148,15148.1,10.34,814.0,5690.0,4.588,0.776,0.852,0.0
kepler,K00824.01,5164255,CONFIRMED,15.37562369,2455006.61402,3.3169,15337.0,11.01,600.0,4986.0,4.496,0.833,0.793,1.0
kepler,K00825.01,5252423,CONFIRMED,8.10363271,2455009.9486,3.161,887.9,2.11,687.0,4861.0,4.574,0.732,0.733,1.0
kepler,K00825.02,5252423,CONFIRMED,4.71510843,2454967.96178,2.506,417.5,1.46,823.0,4861.0,4.574,0.732,0.733,1.0
kepler,K00826.01,5272878,CONFIRMED,6.365839713,2455004.13575,2.9721,780.7,2.44,914.0,5776.0,4.554,0.849,0.939,1.0
kepler,K00827.01,5283542,FALSE POSITIVE,5.97581754,2455007.77602,3.065,962.4,3.86,1047.0,6108.0,4.471,0.997,1.072,0.0
kepler,K00839.01,5649215,FALSE POSITIVE,2.446737317,2455003.66951,4.7211,1177.9,26.25,1261.0,5764.0,4.548,0.863,0.959,0.0
kepler,K00840.01,5651104,CONFIRMED,3.04033046,2455002.9490106,1.8411,10858.8,8.99,1021.0,5035.0,4.519,0.791,0.754,1.0
kepler,K00841.01,5792202,CONFIRMED,15.33528675,2455007.00278,3.897,3081.4,5.0,610.0,5251.0,4.581,0.817,0.926,1.0
kepler,K00117.04,10875245,CONFIRMED,7.95825328,2454970.80219,4.377,50.0,1.06,1074.0,5847.0,4.191,1.402,1.113,1.0
kepler,K00841.02,5792202,CONFIRMED,31.33046135,2454986.43031,5.176,5073.8,6.5,481.0,5251.0,4.581,0.817,0.926,1.0
kepler,K00831.01,5370302,FALSE POSITIVE,3.9043425,2455006.393734,3.831,16228.4,12.28,1104.0,5810.0,4.526,0.898,0.989,0.0
kepler,K00832.01,5372966,FALSE POSITIVE,9.286358079,2455004.8214689,3.49949,44791.4,17.61,796.0,5670.0,4.523,0.821,0.82,0.0
kepler,K00833.01,5376067,FALSE POSITIVE,3.951405455,2455006.276125,2.1862,2453.9,31.44,1133.0,6046.0,4.539,0.869,0.953,0.0
kepler,K00834.01,5436502,CONFIRMED,23.65369415,2455004.376107,8.2183,3341.8,7.89,731.0,5739.0,4.191,1.384,1.083,1.0
kepler,K00834.02,5436502,CONFIRMED,13.23352214,2454973.32196,6.7372,504.6,3.06,888.0,5739.0,4.191,1.384,1.083,1.0
kepler,K00834.03,5436502,CONFIRMED,6.15560285,2454967.81656,4.9843,285.0,2.32,1146.0,5739.0,4.191,1.384,1.083,1.0
kepler,K00834.04,5436502,CONFIRMED,2.090811305,2454967.17462,3.388,115.9,1.62,1642.0,5739.0,4.191,1.384,1.083,1.0
kepler,K00117.03,10875245,CONFIRMED,3.180027898,2454966.49863,3.5797,120.3,1.53,1458.0,5847.0,4.191,1.402,1.113,1.0
kepler,K00834.05,5436502,CONFIRMED,50.4467417,2455011.5014,7.159,370.3,2.67,568.0,5739.0,4.191,1.384,1.083,1.0
kepler,K00835.01,5456651,CONFIRMED,11.76307164,2455013.93613,2.9076,1037.3,2.35,616.0,4959.0,4.603,0.756,0.849,1.0
kepler,K00835.02,5456651,CONFIRMED,56.2279271,2454965.29259,3.57,862.7,2.37,366.0,4959.0,4.603,0.756,0.849,1.0
kepler,K00836.01,5481416,FALSE POSITIVE,2.384052875,2455004.58362,3.0918,1268.1,17.06,1010.0,4794.0,4.58,0.701,0.683,0.0
kepler,K00837.01,5531576,CONFIRMED,7.953547,2455007.66224,2.6312,875.4,2.25,696.0,4768.0,4.536,0.779,0.759,1.0
kepler,K00837.02,5531576,CONFIRMED,4.14451656,2454968.92831,2.3421,391.8,1.48,864.0,4768.0,4.536,0.779,0.759,1.0
kepler,K00838.01,5534814,FALSE POSITIVE,4.859386384,2455006.011469,2.2757,6044.3,38.33,1114.0,6072.0,4.47,0.988,1.05,0.0
kepler,K00850.01,6291653,CONFIRMED,10.526294577,2455009.522462,2.5211,9768.0,8.24,713.0,5386.0,4.553,0.793,0.82,1.0
kepler,K00851.01,6392727,CONFIRMED,4.583520948,2455002.973972,2.7055,3812.1,5.39,1038.0,5815.0,4.54,0.877,0.973,1.0
kepler,K00852.01,6422070,CONFIRMED,3.76181843,2455004.90364,3.5176,510.6,2.66,1121.0,5653.0,4.472,0.949,0.974,1.0
kepler,K00853.01,6428700,CONFIRMED,8.20396958,2455002.69138,2.9667,1024.4,3.01,742.0,5015.0,4.499,0.826,0.785,1.0
kepler,K00853.02,6428700,CONFIRMED,14.49645186,2454976.41659,4.016,647.5,3.01,613.0,5015.0,4.499,0.826,0.785,1.0
kepler,K00841.03,5792202,CONFIRMED,6.54626149,2454966.85964,2.75,655.9,2.19,810.0,5251.0,4.581,0.817,0.926,1.0
kepler,K00842.01,5794379,CONFIRMED,12.71809866,2455008.35526,3.0957,1149.4,2.31,562.0,4702.0,4.592,0.686,0.67,1.0
kepler,K00842.02,5794379,CONFIRMED,36.06588163,2455031.58423,4.3246,1563.8,2.64,397.0,4702.0,4.592,0.686,0.67,1.0
kepler,K00843.01,5881688,CONFIRMED,4.190425659,2455004.44122,2.8589,2877.4,6.21,1234.0,6073.0,4.392,1.135,1.163,1.0
kepler,K00844.01,6022556,CONFIRMED,3.709870784,2455004.987982,3.0694,2020.3,4.35,1151.0,5727.0,4.463,0.978,1.013,1.0
kepler,K00845.01,6032497,CONFIRMED,16.3297527,2455010.29506,6.271,1187.5,3.75,727.0,5878.0,4.444,0.987,0.989,1.0
kepler,K00846.01,6061119,CONFIRMED,27.807566216,2455019.713552,4.21587,25391.1,13.84,554.0,5862.0,4.584,0.785,0.865,1.0
kepler,K00847.01,6191521,CONFIRMED,80.8723469,2455036.895,11.195,3604.6,7.59,452.0,5510.0,4.222,1.238,0.932,1.0
kepler,K00848.01,6267425,FALSE POSITIVE,3.166465862,2455005.002627,2.9381,4357.2,26.82,954.0,4968.0,4.575,0.704,0.68,0.0
kepler,K00118.01,3531558,CONFIRMED,24.99324319,2454971.68167,5.9409,269.6,2.29,712.0,5718.0,4.181,1.317,0.961,1.0
kepler,K00849.01,6276477,CONFIRMED,10.35533116,2455003.93729,3.1775,750.6,2.47,777.0,5501.0,4.462,0.918,0.891,1.0
kepler,K00867.01,6863998,CONFIRMED,16.08518937,2455013.28319,3.984,1442.4,3.68,613.0,5239.0,4.523,0.826,0.83,1.0
kepler,K00869.01,6948054,CONFIRMED,7.49018305,2455007.95037,2.7297,1123.6,2.56,753.0,5103.0,4.562,0.787,0.823,1.0
kepler,K00869.02,6948054,CONFIRMED,36.2761238,2455034.2869,4.7865,1572.6,3.03,445.0,5103.0,4.562,0.787,0.823,1.0
kepler,K00869.03,6948054,CONFIRMED,17.46087931,2454970.26594,2.2641,812.4,2.32,568.0,5103.0,4.562,0.787,0.823,1.0
kepler,K00854.01,6435936,CONFIRMED,56.0560754,2455034.16578,4.685,1626.0,1.94,233.0,3593.0,4.757,0.491,0.503,1.0
kepler,K00855.01,6522242,CONFIRMED,41.408316686,2455028.78745,5.0264,22838.9,11.38,453.0,5522.0,4.586,0.747,0.786,1.0
kepler,K00857.01,6587280,CONFIRMED,5.715425977,2455007.87931,2.5242,908.1,2.47,850.0,5237.0,4.572,0.826,0.927,1.0
kepler,K00119.01,9471974,CONFIRMED,49.18394185,2454974.911924,11.3364,1646.2,8.2,669.0,5626.0,3.907,2.057,1.247,1.0
kepler,K00857.02,6587280,CONFIRMED,20.0261412,2454979.91109,1.611,421.2,2.28,559.0,5237.0,4.572,0.826,0.927,1.0
kepler,K00859.01,6675056,FALSE POSITIVE,10.44331991,2455008.4046,2.743,1159.8,2.66,667.0,4947.0,4.516,0.802,0.769,0.0
kepler,K00861.01,6685526,CONFIRMED,2.237489571,2455003.81914,1.8119,315.8,1.41,1160.0,5265.0,4.58,0.81,0.91,1.0
kepler,K00862.01,6756669,FALSE POSITIVE,5.851520671,2455006.8228336,3.11058,33003.6,14.62,901.0,5532.0,4.53,0.806,0.804,0.0
kepler,K00863.01,6784235,CONFIRMED,3.167893418,2455005.147959,2.1814,781.2,2.62,1221.0,5895.0,4.503,0.94,1.026,1.0
kepler,K00864.01,6849310,CONFIRMED,4.311780262,2455006.576483,2.7251,1154.0,3.11,1038.0,5527.0,4.484,0.927,0.956,1.0
kepler,K00864.02,6849310,CONFIRMED,20.0504494,2455021.08821,4.556,840.9,2.69,622.0,5527.0,4.484,0.927,0.956,1.0
kepler,K00864.03,6849310,CONFIRMED,9.76734503,2455019.57718,1.6585,569.1,2.67,791.0,5527.0,4.484,0.927,0.956,1.0
kepler,K00119.02,9471974,CONFIRMED,190.3200468,2455145.68498,15.284,1141.7,7.78,426.0,5626.0,3.907,2.057,1.247,1.0
kepler,K00866.01,6862603,FALSE POSITIVE,2.861159894,2455004.648106,1.8832,1014.3,4.37,1355.0,6126.0,4.458,1.021,1.09,0.0
kepler,K00880.01,7366258,CONFIRMED,26.44439337,2455027.12074,3.9783,1843.5,3.91,562.0,5427.0,4.463,0.929,0.915,1.0
kepler,K00880.02,7366258,CONFIRMED,51.53997972,2455007.055011,6.3994,3644.3,5.51,450.0,5427.0,4.463,0.929,0.915,1.0
kepler,K00880.03,7366258,CONFIRMED,5.902245782,2454969.78393,2.9003,702.3,2.43,926.0,5427.0,4.463,0.929,0.915,1.0
kepler,K00880.04,7366258,CONFIRMED,2.382951591,2454968.080841,1.8876,391.6,1.86,1253.0,5427.0,4.463,0.929,0.915,1.0
kepler,K00881.01,7373451,CONFIRMED,21.02250608,2455040.67593,4.1072,1772.5,3.07,521.0,5067.0,4.585,0.75,0.789,1.0
kepler,K00869.04,6948054,CONFIRMED,3.219814777,2454966.00406,2.0642,488.2,1.69,998.0,5103.0,4.562,0.787,0.823,1.0
kepler,K00870.01,6949607,CONFIRMED,5.912273234,2455005.184012,2.3254,961.4,1.73,585.0,4072.0,4.696,0.57,0.586,1.0
kepler,K00870.02,6949607,CONFIRMED,8.98581901,2455008.68418,2.8606,881.3,1.65,509.0,4072.0,4.696,0.57,0.586,1.0
kepler,K00120.01,11869052,FALSE POSITIVE,20.5452375,2454970.91394,2.517,218.5,2.41,742.0,5670.0,4.206,1.264,0.937,0.0
kepler,K00872.01,7109675,CONFIRMED,33.60123371,2455019.680343,4.4056,7425.9,8.46,495.0,5149.0,4.447,0.93,0.882,1.0
kepler,K00872.02,7109675,CONFIRMED,6.76652928,2454971.0637,2.9004,450.7,1.97,845.0,5149.0,4.447,0.93,0.882,1.0
kepler,K00873.01,7118364,CONFIRMED,4.347288783,2455005.23343,2.1024,451.6,2.36,1174.0,5754.0,4.345,1.122,1.014,1.0
kepler,K00874.01,7134976,CONFIRMED,4.601811819,2455002.98108,2.2607,755.9,2.35,896.0,4986.0,4.496,0.833,0.793,1.0
