kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass
8890417,K05580.01,CANDIDATE,173.219879,201.2993,1.875,239.5,2.41,405.0,6007.0,4.158,1.518,1.215
8891684,K05581.01,CONFIRMED,374.878133,491.064,10.556,914.6,4.27,282.0,5636.0,4.218,1.354,1.103
8904714,K05582.01,FALSE POSITIVE,5.2362026,133.7395,3.148,2019.5,75.83,1378.0,6176.0,4.112,1.631,1.255
9645188,K05701.01,FALSE POSITIVE,48.55059299,148.6714009,1.79,,,,,,,
9659022,K05702.01,CANDIDATE,511.882,533.7435,4.822,610.0,2.56,241.0,6141.0,4.454,1.007,1.046
9662475,K05703.01,FALSE POSITIVE,247.372131,277.35008,3.271,513.4,2.47,290.0,5780.0,4.438,1.0,1.0
9674789,K05704.01,CANDIDATE,96.16705,134.6749,2.775,270.7,1.15,313.0,5147.0,4.617,0.716,0.779
9705620,K05705.01,FALSE POSITIVE,95.254421,181.4574,3.379,465.4,2.2,413.0,6063.0,4.476,1.012,1.117
9715631,K05706.01,CONFIRMED,425.483539,149.0438,17.856,996.6,3.2,248.0,5977.0,4.473,1.022,1.133
9723746,K05707.01,CANDIDATE,208.800733,328.6955,1.964,594.0,2.88,347.0,6208.0,4.372,1.168,1.175
9724993,K05708.01,FALSE POSITIVE,7.863361238,131.685485,3.42771,18156.7,22.7,1057.0,5615.0,4.136,1.4,0.976
10677763,K05820.01,FALSE POSITIVE,120.16983803,222.0869054,3.19,,,,,,,
10678912,K05821.01,CANDIDATE,113.71363032,179.5299204,2.45,,,,,,,
10685764,K05822.01,CANDIDATE,17.634272,133.29332,1.387,76.7,1.69,842.0,4885.0,3.815,1.979,0.933
10724569,K05823.01,FALSE POSITIVE,0.745086745,131.82655,4.29,270.0,1.29,1654.0,5325.0,4.607,0.75,0.84
10734441,K05824.01,FALSE POSITIVE,247.47724314,195.2104849,7.6,,,,,,,
10737437,K05825.01,CANDIDATE,208.047137,321.9021,3.22,287.5,2.05,363.0,5991.0,4.175,1.2,0.784
10747162,K05826.01,CANDIDATE,30.561533,136.05488,2.227,585.7,1.53,379.0,4294.0,4.609,0.664,0.654
10777591,K05827.01,CONFIRMED,6.10968225,133.80253,5.735,60.3,0.79,1093.0,6024.0,4.309,1.009,0.756
7979297,K05455.01,CANDIDATE,292.09809,324.4378,14.43,528.8,2.09,267.0,5955.0,4.534,0.883,0.972
7982917,K05456.01,FALSE POSITIVE,11.8045536,141.8433,3.195,128.9,0.94,660.0,4971.0,4.482,0.857,0.813
8005002,K05457.01,CANDIDATE,578.21623,347.643,2.707,120.6,3.54,328.0,5166.0,3.6,3.244,1.529
8007174,K05458.01,CANDIDATE,56.648588,168.47002,4.534,648.9,2.19,377.0,5023.0,4.565,0.782,0.821
8009811,K05459.01,CANDIDATE,53.554546,160.3983,5.533,127.6,3.1,769.0,6039.0,3.76,2.622,1.442
8016211,K05460.01,FALSE POSITIVE,3.1748772,133.7621,7.089,1741.0,8.8,1410.0,5116.0,3.994,1.619,0.944
8016650,K05461.01,CANDIDATE,119.079642,134.0349,16.268,422.5,17.89,795.0,4849.0,2.942,8.984,2.573
8025718,K05462.01,FALSE POSITIVE,371.18648,260.7045,19.929,317.9,2.06,291.0,6231.0,4.34,1.152,1.054
8915379,K05583.01,CANDIDATE,20.5858591,140.6753,3.069,260.2,1.31,586.0,5523.0,4.526,0.753,0.695
8935352,K05584.01,FALSE POSITIVE,10.90962154,135.36692,17.8024,499921.0,149.1,1127.0,5323.0,3.714,2.064,0.804
8937555,K05585.01,CANDIDATE,113.573945,216.47178,3.007,249.6,3.45,496.0,5155.0,3.768,2.233,1.067
8939211,K05586.01,FALSE POSITIVE,27.0779813,135.6789,138.54,347.5,2.03,597.0,5906.0,4.467,0.85,0.773
8939650,K05587.01,FALSE POSITIVE,1.827660875,132.821298,3.986,46676.8,42.1,1664.0,6352.0,4.427,1.072,1.118
8946267,K05588.01,CANDIDATE,542.91133,409.6919,15.9,750.1,2.27,199.0,5583.0,4.559,0.824,0.899
8949512,K05589.01,FALSE POSITIVE,376.554588,247.6177,3.182,481.0,2.0,247.0,5926.0,4.519,0.913,1.004
8955741,K05590.01,FALSE POSITIVE,538.4263,154.9034,12.751,242.0,3.2,322.0,5962.0,3.882,2.028,1.143
9758615,K05709.01,FALSE POSITIVE,94.20561159,169.2951411,6.62,,,,,,,
9771920,K05710.01,FALSE POSITIVE,378.70643955,470.6725521,14.66,,,,,,,
9775475,K05711.01,FALSE POSITIVE,78.4286313,169.312404,3.7368,83303.0,85.77,425.0,5780.0,4.438,1.0,1.0
9776907,K05712.01,CANDIDATE,287.75613,385.4564,5.487,1987.0,3.4,215.0,4965.0,4.586,0.781,0.856
9780149,K05713.01,FALSE POSITIVE,2.53021,132.0918,21.79,367.9,41.44,1543.0,5780.0,4.178,1.296,0.924
9786017,K05714.01,FALSE POSITIVE,2.249000963,132.651415,9.6022,58776.2,59.61,2126.0,6025.0,3.8,2.293,1.209
9832379,K05715.01,CANDIDATE,189.961729,288.3907,12.46,699.9,1.93,260.0,5335.0,4.613,0.742,0.83
9837659,K05716.01,FALSE POSITIVE,121.62387378,207.4934505,2.73,,,,,,,
10865043,K05836.01,CANDIDATE,202.18722766,174.3624491,2.77,,,,,,,
10878117,K05837.01,CANDIDATE,280.92070688,154.8994005,3.48,,,,,,,
10879247,K05838.01,FALSE POSITIVE,432.074696,481.2681,4.763,1088.0,2.39,193.0,5183.0,4.608,0.739,0.818
10879899,K05839.01,CANDIDATE,169.415073,283.3498,3.884,239.9,2.32,413.0,6362.0,4.238,1.378,1.199
10905641,K05840.01,FALSE POSITIVE,460.77905,533.8441,15.541,239.3,4.24,387.0,6126.0,3.731,2.717,1.449
10920086,K05841.01,FALSE POSITIVE,3.21318517,132.044475,15.47,2046.1,8.24,1710.0,6712.0,4.159,1.513,1.206
10933306,K05842.01,CANDIDATE,57.7749373,154.2915,4.731,283.6,1.85,524.0,6277.0,4.417,1.097,1.148
10958972,K05843.01,FALSE POSITIVE,331.78248134,431.8146374,4.94,,,,,,,
8029848,K05463.01,FALSE POSITIVE,1.20608769,132.0861,2.2272,1660.6,44.46,1941.0,5657.0,4.186,1.355,1.028
8035322,K05464.01,FALSE POSITIVE,613.82905,263.471,18.18,148.2,2.85,307.0,5636.0,3.809,2.357,1.305
8036863,K05465.01,FALSE POSITIVE,476.80454,158.1644,10.65,143.6,1.12,227.0,5806.0,4.473,0.901,0.881
8037038,K05466.01,CONFIRMED,4.09513876,131.67784,2.462,181.7,1.75,1122.0,5858.0,4.495,0.963,1.056
8040308,K05467.01,CANDIDATE,502.8356901,234.1810504,9.97,,,,,,,
8040457,K05468.01,CANDIDATE,81.704814,151.4216,1.468,297.0,1.65,442.0,6099.0,4.421,0.95,0.867
8043968,K05469.01,FALSE POSITIVE,0.779615874,131.68006,3.932,81.5,0.83,1847.0,5764.0,4.548,0.863,0.959
8044083,K05470.01,CANDIDATE,578.21805,273.3259,4.18,637.0,2.44,223.0,6089.0,4.495,0.95,1.031
8959240,K05591.01,CANDIDATE,317.009388,183.1035,3.013,326.9,4.03,345.0,5066.0,3.787,2.27,1.15
8971044,K05592.01,CANDIDATE,482.51701,276.2043,14.791,573.0,2.3,242.0,6168.0,4.488,0.96,1.034
8975776,K05593.01,FALSE POSITIVE,224.469892,230.1638,2.952,458.6,2.35,323.0,5911.0,4.337,1.091,0.944
8979500,K05594.01,FALSE POSITIVE,113.556471,186.2321,2.383,278.7,6.76,651.0,4842.0,3.167,4.164,0.93
9003126,K05595.01,FALSE POSITIVE,208.02789,324.5074,10.82,255.0,1.04,196.0,4285.0,4.63,0.632,0.622
9008125,K05596.01,FALSE POSITIVE,308.024953,159.18628,2.665,352.6,3.55,345.0,5220.0,3.808,1.887,0.835
9011877,K05597.01,CANDIDATE,7.77710639,133.86539,3.418,77.4,0.73,773.0,5073.0,4.481,0.851,0.8
9838414,K05717.01,FALSE POSITIVE,1.33261458,132.0098,5.161,1335.3,3.65,1208.0,4611.0,4.551,0.76,0.748
9838582,K05718.01,CANDIDATE,233.64574,297.494,10.05,2268.0,5.2,296.0,5780.0,4.438,1.0,1.0
9839030,K05719.01,CANDIDATE,27.285315,153.656,7.47,396.5,2.19,678.0,6304.0,4.407,1.094,1.11
9845362,K05720.01,FALSE POSITIVE,105.895315,231.4441,2.581,1227.0,2.69,323.0,5271.0,4.548,0.781,0.786
9845931,K05721.01,FALSE POSITIVE,61.224558,181.701,4.103,544.2,2.76,525.0,6343.0,4.408,1.14,1.213
9847239,K05722.01,FALSE POSITIVE,28.507877538,132.793009,3.13331,24372.3,27.79,613.0,6131.0,4.497,0.945,1.023
9848760,K05723.01,FALSE POSITIVE,444.46522,389.693,0.767,4084.0,30.17,189.0,5134.0,4.609,0.746,0.836
9850843,K05724.01,FALSE POSITIVE,8.48039,135.853,6.134,133.7,1.23,969.0,6193.0,4.434,1.067,1.127
7018210,K05344.01,CANDIDATE,445.351255,558.63755,6.516,420.4,3.66,370.0,7202.0,4.112,1.755,1.454
7019580,K05345.01,FALSE POSITIVE,72.0153825,168.8166,2.548,177.7,6.94,783.0,5099.0,3.299,5.032,1.836
7022603,K05346.01,FALSE POSITIVE,21.12752693,142.67722,2.253,51.8,20.93,2349.0,4024.0,1.672,30.882,1.636
7024045,K05347.01,FALSE POSITIVE,23.9341825,145.76028,1.607,228.1,1.03,432.0,4415.0,4.58,0.715,0.708
7035812,K05348.01,FALSE POSITIVE,87.775799,183.4282,1.862,450.0,2.44,409.0,5604.0,4.375,1.025,0.909
7038988,K05349.01,FALSE POSITIVE,65.67350728,189.2618327,2.73,,,,,,,
7041972,K05350.01,FALSE POSITIVE,222.06409878,339.0218658,2.89,,,,,,,
7047299,K05351.01,FALSE POSITIVE,35.882272887,165.5325652,3.95004,101231.0,35.21,512.0,5840.0,4.57,0.812,0.898
8075618,K05471.01,FALSE POSITIVE,8.780603773,137.923785,3.16989,90027.8,52.34,775.0,5487.0,4.563,0.832,0.924
8076215,K05472.01,CANDIDATE,97.5137491,156.92462,2.655,279.8,5.27,630.0,5437.0,3.57,3.18,1.372
8094942,K05473.01,CANDIDATE,549.42772,132.9476,6.09,719.1,2.64,223.0,5957.0,4.498,0.971,1.083
8099517,K05474.01,CANDIDATE,284.666844,322.5718,2.752,418.0,8.98,486.0,5248.0,3.368,4.413,1.66
8105398,K05475.01,CONFIRMED,224.150923,341.02756,12.455,348.6,2.41,369.0,6072.0,4.133,1.286,0.818
8105719,K05476.01,CANDIDATE,148.179343,202.2788,12.733,466.6,2.52,367.0,5635.0,4.278,1.183,0.967
8106139,K05477.01,FALSE POSITIVE,551.49832,387.3411,40.92,1874.4,4.89,215.0,5926.0,4.532,0.887,0.978
8108437,K05478.01,FALSE POSITIVE,351.2878737,207.294303,11.2066,134634.0,38.47,252.0,5911.0,4.519,0.914,1.006
9012244,K05598.01,CANDIDATE,376.934014,267.4192,4.28,382.4,2.13,274.0,6074.0,4.369,1.034,0.913
9016592,K05599.01,FALSE POSITIVE,46.50446209,142.7268259,1.37,,,,,,,
9018021,K05600.01,CANDIDATE,17.168095,134.637329,13.04,143.1,4.81,603.0,5053.0,3.824,1.907,0.885
9024568,K05601.01,FALSE POSITIVE,124.091252,135.5509,2.172,281.4,1.3,305.0,5275.0,4.571,0.792,0.852
9026007,K05602.01,CANDIDATE,403.163148,434.7531,5.735,681.1,2.49,240.0,5812.0,4.504,0.963,1.079
9026248,K05603.01,CANDIDATE,341.557931,244.88596,3.365,433.0,6.81,393.0,5138.0,3.551,3.098,1.245
9044060,K05604.01,CANDIDATE,476.91977,390.4731,5.07,193.6,2.49,321.0,6282.0,4.063,1.725,1.257
9047416,K05605.01,CANDIDATE,9.011888,138.658,4.167,987.6,7.04,1105.0,5627.0,4.002,1.735,1.103
9851638,K05725.01,CANDIDATE,351.25069,226.8377,3.648,1324.0,2.23,186.0,4828.0,4.63,0.63,0.616
9875101,K05726.01,FALSE POSITIVE,212.771978,328.1461,2.115,1239.0,2.84,255.0,5122.0,4.505,0.824,0.793
9881660,K05727.01,CANDIDATE,65.3558881,154.47727,2.165,1158.0,2.61,337.0,4703.0,4.55,0.764,0.755
9896438,K05728.01,FALSE POSITIVE,18.0766788,146.25271,3.06,28831.0,19.47,694.0,5780.0,4.438,1.0,1.0
9899514,K05729.01,FALSE POSITIVE,1.33255577,132.0672,4.282,126.5,0.97,1420.0,5122.0,4.469,0.881,0.835
9899607,K05730.01,FALSE POSITIVE,1.33259275,132.01197,4.014,79.1,0.97,1703.0,6091.0,4.487,0.967,1.045
9908486,K05731.01,FALSE POSITIVE,36.6092739,138.77398,1.835,1102.0,52.42,1623.0,4770.0,2.319,16.114,1.973
9910043,K05732.01,CANDIDATE,39.399926,160.2611,5.729,341.4,1.52,499.0,5913.0,4.581,0.795,0.898
7101726,K05352.01,CANDIDATE,270.1430241,210.960799,6.32,,,,,,,
7107567,K05353.01,FALSE POSITIVE,0.812592362,131.55642,1.5646,6945.8,25.84,2912.0,7117.0,4.153,1.64,1.398
7109680,K05354.01,FALSE POSITIVE,81.871309,169.94965,1.606,98.2,1.12,480.0,6343.0,4.375,1.115,1.069
7115671,K05355.01,FALSE POSITIVE,0.566805859,131.80997,3.835,61.1,1.25,2858.0,6413.0,4.203,1.494,1.299
7123580,K05356.01,FALSE POSITIVE,326.36595188,253.1342058,3.75,,,,,,,
7123614,K05357.01,FALSE POSITIVE,520.58269,221.425,2.264,348.0,1.94,244.0,6210.0,4.45,1.033,1.093
7125794,K05358.01,CANDIDATE,126.586058,222.9909,5.41,124.9,1.54,460.0,6611.0,4.269,1.249,1.057
7130612,K05359.01,CANDIDATE,2.7200197,133.3342,1.874,869.0,1.53,713.0,3939.0,4.735,0.527,0.55
8125917,K05479.01,CANDIDATE,18.347081,145.001,2.825,1126.6,5.65,855.0,5465.0,3.968,1.702,0.983
8129333,K05480.01,CANDIDATE,57.140035,145.8694,5.684,1567.0,5.78,588.0,5936.0,4.103,1.46,0.986
8155368,K05481.01,FALSE POSITIVE,0.718643659,131.889141,2.51246,124930.0,50.85,2002.0,5853.0,4.483,0.934,0.967
8158429,K05482.01,CANDIDATE,31.707574649,138.2539898,7.6771,787.3,2.96,547.0,5861.0,4.546,0.865,0.957
8179747,K05483.01,FALSE POSITIVE,17.946328114,136.9472719,8.15905,102994.0,66.65,845.0,5228.0,3.906,1.722,0.872
8192427,K05484.01,FALSE POSITIVE,204.818268,209.59041,1.93,303.6,5.18,525.0,6060.0,3.65,2.93,1.401
8197176,K05485.01,CANDIDATE,9.3589254,133.482,3.169,1527.0,17.37,1528.0,5188.0,3.327,4.521,1.583
8197406,K05486.01,CANDIDATE,4.15472242,132.61089,1.791,2243.0,23.47,2292.0,6996.0,3.627,3.359,1.742
9049550,K05606.01,FALSE POSITIVE,23.81490574,135.92167,1.9948,79201.0,63.1,847.0,5421.0,3.79,1.89,0.803
9049697,K05607.01,FALSE POSITIVE,1.3274511,131.59052,3.465,123.6,0.66,1009.0,4137.0,4.646,0.61,0.601
9073549,K05608.01,CANDIDATE,87.565484,134.2932,2.527,396.0,2.12,437.0,6064.0,4.429,1.069,1.121
9079671,K05609.01,CANDIDATE,535.1515,477.1303,2.826,362.3,2.7,258.0,5468.0,4.085,1.423,0.898
9079767,K05610.01,CANDIDATE,495.40462,241.0,0.63,904.0,152.21,248.0,6225.0,4.45,1.031,1.091
9087071,K05611.01,FALSE POSITIVE,209.238576,321.1236,2.245,154.7,1.43,354.0,6302.0,4.345,1.135,1.034
9087853,K05612.01,CANDIDATE,353.65927,482.263,4.543,1018.0,2.58,223.0,5438.0,4.574,0.82,0.92
9097470,K05613.01,CANDIDATE,346.4174,460.5646,9.23,662.0,2.41,251.0,5754.0,4.49,0.946,1.008
9911112,K05733.01,FALSE POSITIVE,1.166835206,131.912321,2.17596,15527.2,96.28,3457.0,8982.0,4.111,2.123,2.122
9933600,K05734.01,FALSE POSITIVE,230.70578883,260.3639847,2.69,,,,,,,
9934274,K05735.01,FALSE POSITIVE,4.99471597,136.1833,3.44,53.0,2.2,1861.0,6409.0,3.706,2.83,1.485
9935983,K05736.01,CANDIDATE,161.651504,289.32322,2.509,253.6,2.22,377.0,5725.0,4.212,1.289,0.988
9941136,K05737.01,CANDIDATE,376.24253,392.8316,4.064,185.7,1.32,254.0,5916.0,4.463,0.96,0.976
9941387,K05738.01,FALSE POSITIVE,27.659607786,141.2478883,4.16321,318404.0,50.7,499.0,5310.0,4.593,0.768,0.849
9941550,K05739.01,FALSE POSITIVE,476.727302,496.4298,9.327,1035.7,23.42,530.0,5068.0,2.827,7.417,1.347
9942658,K05740.01,CANDIDATE,21.7997515,144.3188,4.756,109.5,1.01,674.0,6122.0,4.487,0.964,1.041
7132462,K05360.01,CANDIDATE,54.595746,156.83764,2.21,135.8,2.0,649.0,6014.0,3.989,1.699,1.027
7138841,K05361.01,FALSE POSITIVE,22.0495604,133.82677,3.428,134.5,1.9,912.0,6821.0,4.176,1.548,1.321
7174911,K05362.01,FALSE POSITIVE,150.70039392,278.5397643,2.82,,,,,,,
7176424,K05363.01,FALSE POSITIVE,44.48477463,142.9633835,1.67,,,,,,,
7184556,K05364.01,FALSE POSITIVE,93.6452481,157.28348,2.12,,,,,,,
7186436,K05365.01,CANDIDATE,585.64118,248.4981,13.97,565.2,2.2,207.0,5779.0,4.526,0.901,0.993
7189825,K05366.01,FALSE POSITIVE,574.69029,392.483,4.269,276.8,1.26,191.0,5503.0,4.557,0.764,0.768
7191523,K05367.01,CANDIDATE,502.98283916,283.5049194,2.94,,,,,,,
8223445,K05487.01,CANDIDATE,48.8130123,157.60638,1.538,702.0,2.95,553.0,6202.0,4.395,1.11,1.113
8223655,K05488.01,FALSE POSITIVE,280.1604956,286.93817,2.8637,12946.0,19.25,237.0,5387.0,4.581,0.799,0.892
8229361,K05489.01,FALSE POSITIVE,370.46262,261.4078,9.541,347.9,2.03,284.0,6295.0,4.401,1.08,1.065
8234889,K05490.01,FALSE POSITIVE,116.301793,168.3304,2.253,649.0,2.18,336.0,5593.0,4.552,0.842,0.92
8241258,K05491.01,FALSE POSITIVE,480.19416,257.1738,10.76,372.3,1.79,235.0,6072.0,4.51,0.923,1.005
8241736,K05492.01,FALSE POSITIVE,368.49828,233.4248,14.903,581.9,1.86,214.0,5255.0,4.527,0.783,0.754
8242350,K05493.01,FALSE POSITIVE,6.993576155,131.988507,21.2695,2924.0,101.15,1605.0,6565.0,3.803,2.467,1.414
8244947,K05494.01,FALSE POSITIVE,223.52131732,185.1827031,3.27,,,,,,,
9101279,K05614.01,FALSE POSITIVE,1.811461128,132.9324534,8.42343,921671.0,373.77,3438.0,8572.0,3.776,3.034,2.009
9108058,K05615.01,FALSE POSITIVE,2.17491508,131.93954,8.4418,635412.0,193.73,2009.0,6792.0,4.143,1.636,1.364
9114614,K05616.01,CANDIDATE,441.61919,348.5033,5.372,820.0,1.71,152.0,4351.0,4.659,0.592,0.582
9116075,K05617.01,FALSE POSITIVE,24.5002702,154.6193,4.079,153.5,0.73,409.0,4519.0,4.688,0.597,0.641
9116510,K05618.01,CANDIDATE,318.49078,167.0042,3.012,630.0,3.01,301.0,6026.0,4.302,1.176,1.01
9117123,K05619.01,FALSE POSITIVE,2.16402661,133.5762679,2.78,,,,,,,
9118858,K05620.01,FALSE POSITIVE,392.89275632,436.2879702,4.93,,,,,,,
9137257,K05621.01,FALSE POSITIVE,114.734287,231.5017,3.724,242.9,1.1,296.0,5083.0,4.569,0.71,0.68
9953491,K05741.01,CANDIDATE,362.0619,154.1605,14.02,886.2,2.12,203.0,5271.0,4.636,0.698,0.773
9954225,K05742.01,FALSE POSITIVE,1.340649911,132.05521,5.0912,627633.0,127.25,2004.0,6332.0,4.26,1.222,0.991
9957659,K05743.01,FALSE POSITIVE,30.69537638,155.71927,5.6634,19941.0,19.39,662.0,6185.0,4.356,1.192,1.179
9957668,K05744.01,FALSE POSITIVE,30.69533113,155.7207691,5.94855,88771.2,69.4,737.0,6335.0,4.171,1.286,0.894
9962595,K05745.01,CANDIDATE,11.374442708,142.4558524,2.30694,27904.9,22.86,687.0,5297.0,4.546,0.808,0.838
9967398,K05746.01,FALSE POSITIVE,49.873958,167.55502,1.351,562.0,1.5,366.0,4979.0,4.632,0.629,0.618
9968924,K05747.01,CANDIDATE,411.447056,522.27374,3.481,285.2,2.86,342.0,6519.0,4.108,1.672,1.311
9993683,K05748.01,CANDIDATE,29.9371143,145.1081,4.435,194.3,1.19,501.0,5115.0,4.47,0.866,0.808
7192680,K05368.01,FALSE POSITIVE,114.25041494,235.8523992,2.11,,,,,,,
7198587,K05369.01,CANDIDATE,651.358046,213.18162,4.384,570.8,14.58,411.0,5122.0,3.172,6.261,2.123
7203858,K05370.01,FALSE POSITIVE,407.97623,378.6999,14.69,237.5,4.63,498.0,7612.0,3.787,2.968,1.969
7204233,K05371.01,CANDIDATE,33.3037881,149.4642,3.003,272.4,1.14,422.0,4899.0,4.624,0.713,0.818
7205717,K05372.01,CANDIDATE,212.60398,213.4113,5.74,188.5,1.64,337.0,5834.0,4.284,1.207,1.022
7206422,K05373.01,CANDIDATE,50.550788,131.5846,2.353,154.5,5.0,790.0,5031.0,3.433,3.859,1.47
7207081,K05374.01,FALSE POSITIVE,239.25578975,133.1367334,5.21,,,,,,,
7213311,K05375.01,CANDIDATE,285.374561,311.29883,4.865,482.3,5.94,423.0,5142.0,3.47,2.756,0.817
8255058,K05495.01,FALSE POSITIVE,6.279888981,135.296067,5.5086,1514.6,196.78,1931.0,5057.0,3.137,6.222,1.936
8265239,K05496.01,FALSE POSITIVE,37.47695717,150.6694873,1.46,,,,,,,
8279146,K05497.01,CANDIDATE,93.359737,155.8348,5.397,38.3,1.05,592.0,6809.0,4.078,1.673,1.224
8288404,K05498.01,FALSE POSITIVE,519.80221867,462.625278,14.9678,77183.1,40.88,216.0,5310.0,4.356,1.03,0.879
8294683,K05499.01,CANDIDATE,122.58481,178.4735,22.37,318.9,1.19,279.0,5003.0,4.602,0.669,0.654
8295087,K05500.01,CANDIDATE,84.934357,157.8966,3.169,129.7,1.6,531.0,6290.0,4.156,1.395,1.016
8300828,K05501.01,FALSE POSITIVE,48.9200563,163.9628,2.295,333.9,1.71,456.0,5375.0,4.433,0.899,0.8
8307489,K05502.01,CANDIDATE,421.98194,226.9386,13.799,173.1,2.02,334.0,6760.0,4.193,1.515,1.314
9141355,K05622.01,CONFIRMED,469.61309,422.5089,13.709,1234.7,3.24,200.0,5474.0,4.598,0.763,0.847
9142225,K05623.01,FALSE POSITIVE,583.73632,174.6085,15.75,338.6,2.65,266.0,6003.0,4.176,1.442,1.139
9142334,K05624.01,FALSE POSITIVE,502.658,174.6294,19.51,216.0,0.69,116.0,3754.0,4.773,0.473,0.483
9147012,K05625.01,CANDIDATE,116.454312,161.9891,15.826,2125.3,3.33,306.0,5197.0,4.548,0.736,0.697
9147029,K05626.01,CANDIDATE,397.499229,418.76194,8.019,2629.7,6.57,293.0,6423.0,4.37,1.231,1.296
9153246,K05627.01,FALSE POSITIVE,243.954706,221.2717,2.562,291.7,1.35,257.0,5578.0,4.578,0.794,0.87
9157030,K05628.01,CANDIDATE,24.9093027,155.3824,3.8,332.6,1.32,452.0,4810.0,4.633,0.685,0.751
9157523,K05629.01,CANDIDATE,192.138741,269.2098,3.218,151.4,1.93,407.0,6065.0,4.098,1.569,1.126
9994381,K05749.01,CANDIDATE,281.95332,231.2826,2.756,1039.0,2.31,204.0,4864.0,4.628,0.692,0.746
10002266,K05750.01,FALSE POSITIVE,12.71368909,136.9328,1.875,192.2,1.09,700.0,5715.0,4.586,0.782,0.872
10004515,K05751.01,FALSE POSITIVE,25.26363805,139.3088062,2.72,,,,,,,
10004772,K05752.01,FALSE POSITIVE,1.391716834,132.09937,1.421,41.0,36.19,8346.0,3749.0,0.833,59.684,0.885
10006096,K05753.01,FALSE POSITIVE,70.516233809,142.8575773,4.09296,330180.0,52.74,390.0,5511.0,4.531,0.789,0.773
10007492,K05754.01,FALSE POSITIVE,2.645596805,133.705953,2.9095,1272.7,167.05,2452.0,4980.0,3.167,5.443,1.589
10007916,K05755.01,CANDIDATE,388.67155,211.0496,11.701,371.3,1.49,210.0,5354.0,4.587,0.788,0.884
10018364,K05756.01,FALSE POSITIVE,105.6327297,229.1273427,2.73,,,,,,,
7255910,K05376.01,FALSE POSITIVE,274.553579,158.0863,5.95,218.3,1.66,322.0,6267.0,4.334,1.118,0.981
7256460,K05377.01,FALSE POSITIVE,251.02304011,194.2011858,3.11,,,,,,,
7258902,K05378.01,FALSE POSITIVE,1.80774253,132.9483,2.637,592.6,5.29,1822.0,5164.0,3.88,1.779,0.876
7282470,K05379.01,CANDIDATE,520.655224,160.5611,12.94,314.9,7.58,401.0,5227.0,3.321,4.313,1.419
7289139,K05380.01,CANDIDATE,369.93355,175.282,7.6,995.0,3.24,270.0,6158.0,4.453,1.024,1.08
7345136,K05381.01,FALSE POSITIVE,28.7369766,153.842,1.586,525.0,1.95,550.0,5722.0,4.547,0.854,0.937
7352727,K05382.01,FALSE POSITIVE,2.45649061,133.21452,2.844,287.8,14.14,3440.0,4870.0,2.486,8.531,0.812
7375100,K05383.01,FALSE POSITIVE,98.51783198,173.7083904,1.65,,,,,,,
8308639,K05503.01,FALSE POSITIVE,457.513348,138.6556,5.763,562.5,25.18,512.0,5047.0,2.966,7.821,2.064
8313697,K05504.01,FALSE POSITIVE,224.02589924,335.8214821,2.93,,,,,,,
8351919,K05505.01,FALSE POSITIVE,323.77153,191.0744,17.57,353.7,1.44,216.0,5196.0,4.586,0.784,0.863
8352009,K05506.01,CANDIDATE,641.60204,170.8404,16.762,237.3,1.61,230.0,6277.0,4.449,1.031,1.085
8352016,K05507.01,FALSE POSITIVE,40.0389613,156.35794,1.711,109.4,0.95,517.0,5701.0,4.437,0.903,0.813
8364969,K05508.01,FALSE POSITIVE,22.571972634,145.0344991,4.00349,79325.7,46.14,617.0,5645.0,4.431,0.871,0.746
8378278,K05509.01,CANDIDATE,28.406342,133.0507,2.598,223.6,1.41,613.0,6085.0,4.474,0.936,0.952
8380743,K05510.01,FALSE POSITIVE,1.018861199,132.07252,6.5005,291214.0,93.47,2505.0,6225.0,4.009,1.672,1.041
9159461,K05630.01,FALSE POSITIVE,80.519237,164.0077,4.044,92.5,1.08,476.0,6251.0,4.378,1.119,1.089
9164003,K05631.01,FALSE POSITIVE,149.356804,278.1387,15.415,171.6,2.92,560.0,6569.0,3.842,2.203,1.232
9166700,K05632.01,CANDIDATE,264.466625,134.96749,6.371,437.3,2.61,346.0,6551.0,4.337,1.236,1.213
9173014,K05633.01,CANDIDATE,151.77884,204.5209,2.615,189.7,4.35,616.0,6328.0,3.634,3.134,1.542
9178502,K05634.01,FALSE POSITIVE,50.47759052,141.7787075,2.02,,,,,,,
9178894,K05635.01,CANDIDATE,113.993156,171.1834,7.721,69.7,2.23,729.0,7892.0,3.921,2.496,1.894
9180282,K05636.01,FALSE POSITIVE,2.79123954,131.94858,2.843,154.8,2.22,1771.0,6407.0,4.111,1.668,1.311
9181402,K05637.01,FALSE POSITIVE,223.31769215,233.6828323,3.54,,,,,,,
10023469,K05757.01,FALSE POSITIVE,44.637111,157.2998,5.868,282.5,1.28,432.0,5222.0,4.518,0.78,0.73
10027861,K05758.01,CANDIDATE,102.493119,166.0094,2.814,636.1,2.7,317.0,5166.0,4.583,0.791,0.871
10064591,K05759.01,CANDIDATE,284.94212784,359.5238684,3.2,,,,,,,
10074700,K05760.01,FALSE POSITIVE,365.620697,238.984,32.263,27188.0,12.75,215.0,5273.0,4.531,0.768,0.73
