kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass
10797460,K00752.01,CONFIRMED,9.48803557,170.53875,2.9575,615.8,2.26,793.0,5455.0,4.467,0.927,0.919
10797460,K00752.02,CONFIRMED,54.4183827,162.51384,4.507,874.8,2.83,443.0,5455.0,4.467,0.927,0.919
10811496,K00753.01,CANDIDATE,19.89913995,175.850252,1.7822,10829.0,14.6,638.0,5853.0,4.544,0.868,0.961
10848459,K00754.01,FALSE POSITIVE,1.736952453,170.307565,2.40641,8079.2,33.46,1395.0,5805.0,4.564,0.791,0.836
10854555,K00755.01,CONFIRMED,2.525591777,171.59555,1.6545,603.3,2.75,1406.0,6031.0,4.438,1.046,1.095
10872983,K00756.01,CONFIRMED,11.09432054,171.20116,4.5945,1517.5,3.9,835.0,6046.0,4.486,0.972,1.053
10872983,K00756.02,CONFIRMED,4.13443512,172.97937,3.1402,686.0,2.77,1160.0,6046.0,4.486,0.972,1.053
10872983,K00756.03,CONFIRMED,2.56658897,179.55437,2.429,226.5,1.59,1360.0,6046.0,4.486,0.972,1.053
6721123,K00114.01,FALSE POSITIVE,7.36178958,132.25053,5.022,233.7,39.21,1342.0,6227.0,3.986,1.958,1.358
10910878,K00757.01,CONFIRMED,16.06864674,173.621937,3.5347,4914.3,5.76,600.0,5031.0,4.485,0.848,0.801
11446443,K00001.01,CONFIRMED,2.470613377,122.763305,1.74319,14230.9,13.04,1339.0,5820.0,4.457,0.964,0.971
10666592,K00002.01,CONFIRMED,2.204735417,121.3585417,3.88864,6674.7,16.1,2048.0,6440.0,4.019,1.952,1.449
6922244,K00010.01,CONFIRMED,3.522498429,121.1194228,3.19843,9145.7,14.59,1521.0,6225.0,4.169,1.451,1.132
10984090,K00112.02,CONFIRMED,3.709214104,133.98318,2.6302,131.1,1.16,1206.0,5833.0,4.407,1.022,0.974
10419211,K00742.01,FALSE POSITIVE,11.521446064,170.839688,3.6399,17984.3,150.51,753.0,5795.0,4.554,0.848,0.938
10464078,K00743.01,FALSE POSITIVE,19.40393776,172.484253,12.2155,8918.7,7.18,523.0,5043.0,4.591,0.68,0.657
10480982,K00744.01,FALSE POSITIVE,19.221388942,184.5521637,4.79843,74284.0,49.29,698.0,6117.0,4.496,0.947,1.025
10485250,K00745.01,FALSE POSITIVE,16.46983774,180.881761,9.4378,10478.9,7.94,595.0,5152.0,4.517,0.786,0.741
10526549,K00746.01,CONFIRMED,9.27358173,173.258155,3.2875,1288.3,2.47,649.0,4856.0,4.583,0.696,0.676
10583066,K00747.01,CONFIRMED,6.02930329,171.602959,1.5821,1912.7,2.85,678.0,4537.0,4.648,0.672,0.761
10583180,K00748.01,FALSE POSITIVE,2.696370652,170.73769,3.6129,397.9,1.58,1066.0,4989.0,4.504,0.819,0.781
10601284,K00749.01,CONFIRMED,5.349553819,171.80694,3.0278,831.0,2.55,919.0,5185.0,4.44,0.91,0.831
10601284,K00749.02,CONFIRMED,3.94105221,136.08662,2.5984,363.3,1.7,1018.0,5185.0,4.44,0.91,0.831
10601284,K00749.03,CONFIRMED,8.10904807,132.8031,3.596,217.4,1.3,800.0,5185.0,4.44,0.91,0.831
2306756,K00113.01,FALSE POSITIVE,386.6030528,166.342079,6.8057,24926.6,41.5,297.0,5543.0,4.081,1.58,1.103
10662202,K00750.01,CONFIRMED,21.67699193,171.53594,3.4555,857.2,2.95,530.0,4954.0,4.5,0.828,0.791
10682541,K00751.01,CONFIRMED,4.99677968,171.74208,2.1717,934.7,2.78,917.0,5339.0,4.552,0.847,0.931
11460018,K00769.01,CONFIRMED,4.280963604,171.89659,2.875,750.8,2.3,1012.0,5644.0,4.564,0.831,0.928
11463211,K00770.01,FALSE POSITIVE,1.50635409,170.998064,1.5155,2211.7,4.53,1452.0,5714.0,4.563,0.831,0.926
11465813,K00771.01,FALSE POSITIVE,670.645531,209.04355,53.412,18090.6,14.14,196.0,5520.0,4.466,0.983,1.03
11493732,K00772.01,FALSE POSITIVE,61.2563628,173.83826,7.633,5123.3,39.87,505.0,6144.0,4.402,1.091,1.093
11507101,K00773.01,CONFIRMED,38.3775486,172.82048,5.588,724.2,2.82,529.0,5481.0,4.369,1.036,0.915
10910878,K00757.02,CONFIRMED,41.19725502,165.00404,4.6297,2213.9,3.86,439.0,5031.0,4.485,0.848,0.801
10910878,K00757.03,CONFIRMED,6.252962249,171.30126,2.5819,1036.9,2.65,823.0,5031.0,4.485,0.848,0.801
10987985,K00758.01,CONFIRMED,16.01308419,176.3608,3.2554,1121.9,3.1,593.0,5015.0,4.499,0.826,0.785
11018648,K00759.01,CONFIRMED,32.62876672,194.1019,4.7971,1804.8,3.36,506.0,5586.0,4.56,0.798,0.844
11018648,K00759.02,CONFIRMED,91.7732862,193.8378,6.473,652.0,2.12,359.0,5586.0,4.56,0.798,0.844
11138155,K00760.01,CONFIRMED,4.959319244,172.2585292,2.22739,9802.0,12.21,1103.0,5712.0,4.359,1.082,0.976
11152159,K00761.01,FALSE POSITIVE,2.701287801,170.69579,3.3827,860.4,6.54,1222.0,5550.0,4.468,0.91,0.889
11153539,K00762.01,CONFIRMED,4.49876511,171.34905,3.7362,460.0,2.1,1133.0,6075.0,4.486,0.969,1.048
11242721,K00763.01,FALSE POSITIVE,19.651209505,179.401981,5.2514,11766.3,12.42,730.0,6074.0,4.391,1.063,1.014
9579641,K00115.01,CONFIRMED,5.412203927,133.143089,2.9472,601.6,2.94,1093.0,5779.0,4.339,1.087,0.941
11304958,K00764.01,CONFIRMED,41.43958662,208.93203,10.5989,2793.1,5.5,516.0,5468.0,4.367,1.046,0.93
11391957,K00765.01,CONFIRMED,8.35389523,171.63257,2.2514,1041.6,2.52,790.0,5592.0,4.582,0.787,0.862
11403044,K00766.01,CONFIRMED,4.125543472,169.752585,3.1744,1487.3,4.43,1243.0,6174.0,4.417,1.103,1.162
11414511,K00767.01,CONFIRMED,2.816504904,170.9676846,2.50587,16813.7,12.21,1219.0,5532.0,4.452,0.955,0.941
11442465,K00768.01,FALSE POSITIVE,33.93373447,186.67608,14.561,8503.7,7.34,430.0,5040.0,4.628,0.705,0.782
12110942,K00786.01,CONFIRMED,3.689920099,170.36571,2.6557,426.7,1.89,1147.0,5880.0,4.518,0.917,1.01
12366084,K00787.01,CONFIRMED,4.431238488,171.015,3.15,1010.9,3.25,1104.0,5714.0,4.428,1.015,1.007
12366084,K00787.02,CONFIRMED,11.37936986,133.84992,2.6255,1023.5,3.95,806.0,5714.0,4.428,1.015,1.007
12404086,K00788.01,CONFIRMED,26.39432897,176.05459,3.573,1510.9,3.07,489.0,5129.0,4.595,0.763,0.846
8395660,K00116.01,CONFIRMED,13.57078281,136.279194,3.3539,511.7,2.64,785.0,5854.0,4.406,1.012,0.951
9579641,K00115.02,CONFIRMED,7.12594387,139.00492,3.0014,192.4,1.79,997.0,5779.0,4.339,1.087,0.941
11656840,K00774.01,FALSE POSITIVE,7.442652004,169.9717797,2.3078,24446.2,15.03,967.0,6108.0,4.469,0.956,0.981
11754553,K00775.01,CONFIRMED,16.38489988,172.72782,3.0249,1127.1,2.0,433.0,4126.0,4.661,0.615,0.633
11754553,K00775.02,CONFIRMED,7.8774163,176.3759,2.0805,1306.1,2.16,553.0,4126.0,4.661,0.615,0.633
11754553,K00775.03,CONFIRMED,36.4454001,151.60125,4.007,1122.3,1.99,332.0,4126.0,4.661,0.615,0.633
11812062,K00776.01,CONFIRMED,3.728732147,171.793255,2.683,5226.5,6.02,1023.0,5497.0,4.577,0.809,0.907
11818800,K00777.01,CANDIDATE,40.4195037,173.56469,3.362,6256.0,7.51,467.0,5446.0,4.507,0.781,0.714
11853255,K00778.01,CONFIRMED,2.243380573,170.679233,1.1196,821.7,1.99,822.0,4149.0,4.698,0.564,0.578
11909839,K00779.01,FALSE POSITIVE,10.405998015,177.197466,6.5036,14488.8,11.23,833.0,5746.0,4.393,0.924,0.77
11918099,K00780.01,CONFIRMED,2.337437946,171.761982,1.9982,971.2,2.34,1070.0,5005.0,4.595,0.765,0.85
11918099,K00780.02,CANDIDATE,7.2406612,137.75545,0.558,556.4,19.45,734.0,5005.0,4.595,0.765,0.85
9579641,K00115.03,CANDIDATE,3.43591631,132.6624,3.133,23.2,0.55,1272.0,5779.0,4.339,1.087,0.941
11923270,K00781.01,CONFIRMED,11.59822233,180.395376,2.5237,2804.5,2.65,396.0,3688.0,4.79,0.473,0.503
11960862,K00782.01,CONFIRMED,6.575315881,173.634044,4.3084,2793.3,5.31,1015.0,5992.0,4.415,0.989,0.927
12020329,K00783.01,CONFIRMED,7.275040844,169.994217,7.5377,3001.0,4.86,833.0,5485.0,4.556,0.867,0.986
12066335,K00784.01,CONFIRMED,19.27153892,186.77093,2.7594,1219.8,1.93,393.0,4077.0,4.702,0.56,0.576
12066335,K00784.02,CONFIRMED,10.06524317,136.28906,1.369,1053.3,1.91,488.0,4077.0,4.702,0.56,0.576
12070811,K00785.01,CONFIRMED,12.3935651,178.74725,3.8896,916.6,2.66,677.0,5557.0,4.603,0.75,0.832
8395660,K00116.02,CONFIRMED,43.84439721,151.93538,6.802,615.2,2.87,531.0,5854.0,4.406,1.012,0.951
3120431,K00798.01,FALSE POSITIVE,3.341913228,171.63943,3.813,725.3,21.55,1032.0,5295.0,4.551,0.811,0.853
3246984,K00799.01,FALSE POSITIVE,1.626630225,169.820171,2.1145,1620.6,32.43,1547.0,5735.0,4.41,0.973,0.889
3342970,K00800.01,CONFIRMED,2.711504086,170.03417,3.0099,837.5,3.12,1420.0,6214.0,4.442,1.076,1.169
3342970,K00800.02,CONFIRMED,7.21203748,172.81782,4.0491,950.4,3.32,1025.0,6214.0,4.442,1.076,1.169
12459725,K00789.01,FALSE POSITIVE,14.1798187,171.50237,2.505,459.9,1.88,711.0,5799.0,4.539,0.878,0.975
12470844,K00790.01,CONFIRMED,8.47237911,174.16212,2.7245,1123.5,2.59,751.0,5354.0,4.587,0.788,0.884
12470844,K00790.02,CONFIRMED,60.4189369,181.16367,5.039,931.3,2.36,390.0,5354.0,4.587,0.788,0.884
12644822,K00791.01,CONFIRMED,12.611904345,180.892284,5.1497,6105.6,7.4,753.0,5795.0,4.508,0.919,0.992
2440757,K00792.01,FALSE POSITIVE,1.433769925,170.403536,1.8868,1976.3,46.58,1920.0,6017.0,4.22,1.339,1.083
2445129,K00793.01,FALSE POSITIVE,10.31872301,173.31543,3.836,871.7,28.59,876.0,5927.0,4.409,1.06,1.05
2713049,K00794.01,CONFIRMED,2.539183147,169.67494,2.4282,382.1,2.06,1332.0,5519.0,4.35,1.062,0.921
3114167,K00795.01,CONFIRMED,6.770300385,170.57662,2.0844,1304.0,2.77,812.0,5653.0,4.656,0.679,0.767
3114661,K00796.01,FALSE POSITIVE,0.444291966,169.865406,2.0792,10967.4,27.51,1836.0,5255.0,4.678,0.636,0.709
3115833,K00797.01,CANDIDATE,10.181584004,177.141891,3.5089,5741.1,7.73,812.0,5988.0,4.541,0.836,0.885
4139816,K00812.02,CONFIRMED,20.06036336,147.46554,3.3203,1494.7,1.96,361.0,3950.0,4.754,0.493,0.502
4139816,K00812.03,CONFIRMED,46.1842039,165.23729,4.758,1394.7,1.83,273.0,3950.0,4.754,0.493,0.502
8395660,K00116.04,CONFIRMED,23.9800854,147.537,5.351,104.0,1.31,649.0,5854.0,4.406,1.012,0.951
4139816,K00812.04,CONFIRMED,7.82502168,136.54995,2.186,520.8,1.2,494.0,3950.0,4.754,0.493,0.502
4275191,K00813.01,CONFIRMED,3.895936525,170.527552,2.3111,8544.8,7.34,1005.0,5557.0,4.592,0.774,0.866
4476123,K00814.01,CONFIRMED,22.36646466,175.45862,5.228,986.8,2.32,536.0,5395.0,4.615,0.734,0.821
3351888,K00801.01,CONFIRMED,1.625522174,170.8266564,2.38963,7969.0,9.73,1579.0,5539.0,4.322,1.106,0.935
3453214,K00802.01,CANDIDATE,19.620346923,181.881819,2.0038,21724.6,13.6,643.0,5710.0,4.492,0.905,0.928
3554600,K00803.01,FALSE POSITIVE,7.544039,171.7982,6.222,322.6,17.47,838.0,5657.0,4.567,0.824,0.919
3641726,K00804.01,CONFIRMED,9.02930689,177.20422,3.1449,1019.8,2.57,757.0,5349.0,4.526,0.82,0.824
3734868,K00805.01,FALSE POSITIVE,10.328035714,174.581054,7.7915,16917.7,13.28,843.0,5627.0,4.359,1.024,0.874
3832474,K00806.01,CONFIRMED,143.2063047,154.23552,8.9302,10565.7,8.9,308.0,5485.0,4.556,0.867,0.986
8395660,K00116.03,CONFIRMED,6.164876,135.63916,3.262,55.8,0.79,1021.0,5854.0,4.406,1.012,0.951
3832474,K00806.02,CONFIRMED,60.32494216,243.892578,6.6188,20280.4,12.19,411.0,5485.0,4.556,0.867,0.986
3832474,K00806.03,CONFIRMED,29.1598615,150.69922,4.803,488.0,1.91,524.0,5485.0,4.556,0.867,0.986
3836375,K00807.01,FALSE POSITIVE,1.540397253,170.50479,2.1541,816.1,25.69,1470.0,5663.0,4.53,0.915,1.034
3838486,K00808.01,FALSE POSITIVE,2.99025443,171.9834,5.414,589.2,1.7,918.0,4667.0,4.578,0.731,0.737
3935914,K00809.01,CONFIRMED,1.594745374,170.6483505,1.9604,15044.5,11.3,1539.0,5934.0,4.491,0.893,0.901
3940418,K00810.01,CONFIRMED,4.783002698,170.508434,2.335,1008.7,2.5,886.0,5170.0,4.574,0.807,0.891
4049131,K00811.01,CONFIRMED,20.50588921,181.43428,4.0595,2105.5,3.41,518.0,4905.0,4.544,0.761,0.739
4139816,K00812.01,CONFIRMED,3.340218842,171.979062,1.9104,1632.6,2.03,656.0,3950.0,4.754,0.493,0.502
5287983,K00828.01,FALSE POSITIVE,2.507089906,171.002455,2.0067,1339.2,30.26,1326.0,5926.0,4.506,0.939,1.03
5358241,K00829.01,CONFIRMED,18.64932728,174.771,4.4056,893.6,3.12,701.0,5775.0,4.405,1.053,1.026
10875245,K00117.02,CONFIRMED,4.90144976,138.60548,4.1654,140.7,1.7,1262.0,5847.0,4.191,1.402,1.113
5358241,K00829.02,CONFIRMED,9.75192101,138.78608,4.793,418.0,2.76,870.0,5775.0,4.405,1.053,1.026
5358241,K00829.03,CONFIRMED,38.5576546,163.85063,5.794,993.0,4.02,550.0,5775.0,4.405,1.053,1.026
5358624,K00830.01,CONFIRMED,3.525632539,170.0479951,2.59959,22335.0,11.58,975.0,5150.0,4.572,0.793,0.855
4544670,K00815.01,CANDIDATE,34.84398644,172.633252,2.9315,4523.6,7.61,511.0,5509.0,4.482,0.871,0.84
4664847,K00816.01,CONFIRMED,7.748094239,174.997206,3.5957,2472.1,5.52,964.0,5973.0,4.439,1.085,1.181
4725681,K00817.01,CONFIRMED,23.96793669,186.22182,3.827,1182.3,1.8,329.0,3747.0,4.728,0.524,0.536
4725681,K00817.02,CONFIRMED,8.29561738,135.79284,1.3421,824.3,1.82,469.0,3747.0,4.728,0.524,0.536
4913852,K00818.01,CONFIRMED,8.11437482,176.33968,2.2736,1558.0,2.1,460.0,3692.0,4.753,0.517,0.553
4932348,K00819.01,FALSE POSITIVE,38.036729482,196.934947,4.34617,82871.6,27.5,500.0,5575.0,4.521,0.932,1.051
4936180,K00820.01,CANDIDATE,4.64090031,173.64638,35.512,2450.6,30.09,1155.0,6463.0,4.5,0.826,0.786
11913073,K00011.01,FALSE POSITIVE,3.747838198,171.66504,5.0642,616.0,13.65,1031.0,5514.0,4.569,0.826,0.926
10875245,K00117.01,CONFIRMED,14.74914825,138.77799,6.0995,430.2,2.89,874.0,5847.0,4.191,1.402,1.113
5021899,K00821.01,CONFIRMED,21.81295996,174.01085,4.3791,1175.4,3.38,639.0,5601.0,4.41,0.999,0.934
5077629,K00822.01,FALSE POSITIVE,7.91936937,172.181092,3.3148,15148.1,10.34,814.0,5690.0,4.588,0.776,0.852
5115978,K00823.01,CANDIDATE,1.028436523,170.228582,1.8606,8098.0,72.77,1947.0,6228.0,4.428,0.99,0.959
5164255,K00824.01,CONFIRMED,15.37562369,173.61402,3.3169,15337.0,11.01,600.0,4986.0,4.496,0.833,0.793
5252423,K00825.01,CONFIRMED,8.10363271,176.9486,3.161,887.9,2.11,687.0,4861.0,4.574,0.732,0.733
5252423,K00825.02,CONFIRMED,4.71510843,134.96178,2.506,417.5,1.46,823.0,4861.0,4.574,0.732,0.733
5272878,K00826.01,CONFIRMED,6.365839713,171.13575,2.9721,780.7,2.44,914.0,5776.0,4.554,0.849,0.939
5283542,K00827.01,FALSE POSITIVE,5.97581754,174.77602,3.065,962.4,3.86,1047.0,6108.0,4.471,0.997,1.072
5649215,K00839.01,FALSE POSITIVE,2.446737317,170.66951,4.7211,1177.9,26.25,1261.0,5764.0,4.548,0.863,0.959
5651104,K00840.01,CONFIRMED,3.04033046,169.9490106,1.8411,10858.8,8.99,1021.0,5035.0,4.519,0.791,0.754
5792202,K00841.01,CONFIRMED,15.33528675,174.00278,3.897,3081.4,5.0,610.0,5251.0,4.581,0.817,0.926
10875245,K00117.04,CONFIRMED,7.95825328,137.80219,4.377,50.0,1.06,1074.0,5847.0,4.191,1.402,1.113
5792202,K00841.02,CONFIRMED,31.33046135,153.43031,5.176,5073.8,6.5,481.0,5251.0,4.581,0.817,0.926
5370302,K00831.01,FALSE POSITIVE,3.9043425,173.393734,3.831,16228.4,12.28,1104.0,5810.0,4.526,0.898,0.989
5372966,K00832.01,FALSE POSITIVE,9.286358079,171.8214689,3.49949,44791.4,17.61,796.0,5670.0,4.523,0.821,0.82
5376067,K00833.01,FALSE POSITIVE,3.951405455,173.276125,2.1862,2453.9,31.44,1133.0,6046.0,4.539,0.869,0.953
5436502,K00834.01,CONFIRMED,23.65369415,171.376107,8.2183,3341.8,7.89,731.0,5739.0,4.191,1.384,1.083
5436502,K00834.02,CONFIRMED,13.23352214,140.32196,6.7372,504.6,3.06,888.0,5739.0,4.191,1.384,1.083
5436502,K00834.03,CONFIRMED,6.15560285,134.81656,4.9843,285.0,2.32,1146.0,5739.0,4.191,1.384,1.083
5436502,K00834.04,CONFIRMED,2.090811305,134.17462,3.388,115.9,1.62,1642.0,5739.0,4.191,1.384,1.083
10875245,K00117.03,CONFIRMED,3.180027898,133.49863,3.5797,120.3,1.53,1458.0,5847.0,4.191,1.402,1.113
5436502,K00834.05,CONFIRMED,50.4467417,178.5014,7.159,370.3,2.67,568.0,5739.0,4.191,1.384,1.083
5456651,K00835.01,CONFIRMED,11.76307164,180.93613,2.9076,1037.3,2.35,616.0,4959.0,4.603,0.756,0.849
5456651,K00835.02,CONFIRMED,56.2279271,132.29259,3.57,862.7,2.37,366.0,4959.0,4.603,0.756,0.849
5481416,K00836.01,FALSE POSITIVE,2.384052875,171.58362,3.0918,1268.1,17.06,1010.0,4794.0,4.58,0.701,0.683
5531576,K00837.01,CONFIRMED,7.953547,174.66224,2.6312,875.4,2.25,696.0,4768.0,4.536,0.779,0.759
5531576,K00837.02,CONFIRMED,4.14451656,135.92831,2.3421,391.8,1.48,864.0,4768.0,4.536,0.779,0.759
5534814,K00838.01,FALSE POSITIVE,4.859386384,173.011469,2.2757,6044.3,38.33,1114.0,6072.0,4.47,0.988,1.05
6291653,K00850.01,CONFIRMED,10.526294577,176.522462,2.5211,9768.0,8.24,713.0,5386.0,4.553,0.793,0.82
6392727,K00851.01,CONFIRMED,4.583520948,169.973972,2.7055,3812.1,5.39,1038.0,5815.0,4.54,0.877,0.973
6422070,K00852.01,CONFIRMED,3.76181843,171.90364,3.5176,510.6,2.66,1121.0,5653.0,4.472,0.949,0.974
6428700,K00853.01,CONFIRMED,8.20396958,169.69138,2.9667,1024.4,3.01,742.0,5015.0,4.499,0.826,0.785
6428700,K00853.02,CONFIRMED,14.49645186,143.41659,4.016,647.5,3.01,613.0,5015.0,4.499,0.826,0.785
5792202,K00841.03,CONFIRMED,6.54626149,133.85964,2.75,655.9,2.19,810.0,5251.0,4.581,0.817,0.926
5794379,K00842.01,CONFIRMED,12.71809866,175.35526,3.0957,1149.4,2.31,562.0,4702.0,4.592,0.686,0.67
5794379,K00842.02,CONFIRMED,36.06588163,198.58423,4.3246,1563.8,2.64,397.0,4702.0,4.592,0.686,0.67
5881688,K00843.01,CONFIRMED,4.190425659,171.44122,2.8589,2877.4,6.21,1234.0,6073.0,4.392,1.135,1.163
6022556,K00844.01,CONFIRMED,3.709870784,171.987982,3.0694,2020.3,4.35,1151.0,5727.0,4.463,0.978,1.013
6032497,K00845.01,CONFIRMED,16.3297527,177.29506,6.271,1187.5,3.75,727.0,5878.0,4.444,0.987,0.989
6061119,K00846.01,CONFIRMED,27.807566216,186.713552,4.21587,25391.1,13.84,554.0,5862.0,4.584,0.785,0.865
6191521,K00847.01,CONFIRMED,80.8723469,203.895,11.195,3604.6,7.59,452.0,5510.0,4.222,1.238,0.932
6267425,K00848.01,FALSE POSITIVE,3.166465862,172.002627,2.9381,4357.2,26.82,954.0,4968.0,4.575,0.704,0.68
3531558,K00118.01,CONFIRMED,24.99324319,138.68167,5.9409,269.6,2.29,712.0,5718.0,4.181,1.317,0.961
6276477,K00849.01,CONFIRMED,10.35533116,170.93729,3.1775,750.6,2.47,777.0,5501.0,4.462,0.918,0.891
6863998,K00867.01,CONFIRMED,16.08518937,180.28319,3.984,1442.4,3.68,613.0,5239.0,4.523,0.826,0.83
6867155,K00868.01,CANDIDATE,235.9986399,208.399822,8.2284,20714.6,10.59,188.0,4245.0,4.627,0.657,0.666
6948054,K00869.01,CONFIRMED,7.49018305,174.95037,2.7297,1123.6,2.56,753.0,5103.0,4.562,0.787,0.823
6948054,K00869.02,CONFIRMED,36.2761238,201.2869,4.7865,1572.6,3.03,445.0,5103.0,4.562,0.787,0.823
6948054,K00869.03,CONFIRMED,17.46087931,137.26594,2.2641,812.4,2.32,568.0,5103.0,4.562,0.787,0.823
6435936,K00854.01,CONFIRMED,56.0560754,201.16578,4.685,1626.0,1.94,233.0,3593.0,4.757,0.491,0.503
6522242,K00855.01,CONFIRMED,41.408316686,195.78745,5.0264,22838.9,11.38,453.0,5522.0,4.586,0.747,0.786
6526710,K00856.01,CANDIDATE,39.74893077,172.854644,7.3051,15178.9,14.21,552.0,6122.0,4.487,0.964,1.041
6587280,K00857.01,CONFIRMED,5.715425977,174.87931,2.5242,908.1,2.47,850.0,5237.0,4.572,0.826,0.927
9471974,K00119.01,CONFIRMED,49.18394185,141.911924,11.3364,1646.2,8.2,669.0,5626.0,3.907,2.057,1.247
6587280,K00857.02,CONFIRMED,20.0261412,146.91109,1.611,421.2,2.28,559.0,5237.0,4.572,0.826,0.927
6599919,K00858.01,CANDIDATE,13.61014819,173.987319,2.594,5732.9,19.02,733.0,5697.0,4.46,0.903,0.857
6675056,K00859.01,FALSE POSITIVE,10.44331991,175.4046,2.743,1159.8,2.66,667.0,4947.0,4.516,0.802,0.769
6685526,K00861.01,CONFIRMED,2.237489571,170.81914,1.8119,315.8,1.41,1160.0,5265.0,4.58,0.81,0.91
6756669,K00862.01,FALSE POSITIVE,5.851520671,173.8228336,3.11058,33003.6,14.62,901.0,5532.0,4.53,0.806,0.804
6784235,K00863.01,CONFIRMED,3.167893418,172.147959,2.1814,781.2,2.62,1221.0,5895.0,4.503,0.94,1.026
6849310,K00864.01,CONFIRMED,4.311780262,173.576483,2.7251,1154.0,3.11,1038.0,5527.0,4.484,0.927,0.956
6849310,K00864.02,CONFIRMED,20.0504494,188.08821,4.556,840.9,2.69,622.0,5527.0,4.484,0.927,0.956
6849310,K00864.03,CONFIRMED,9.76734503,186.57718,1.6585,569.1,2.67,791.0,5527.0,4.484,0.927,0.956
6862328,K00865.01,CANDIDATE,119.0207044,222.236492,8.1405,7430.5,8.98,366.0,5453.0,4.342,1.062,0.904
9471974,K00119.02,CONFIRMED,190.3200468,312.68498,15.284,1141.7,7.78,426.0,5626.0,3.907,2.057,1.247
6862603,K00866.01,FALSE POSITIVE,2.861159894,171.648106,1.8832,1014.3,4.37,1355.0,6126.0,4.458,1.021,1.09
7366258,K00880.01,CONFIRMED,26.44439337,194.12074,3.9783,1843.5,3.91,562.0,5427.0,4.463,0.929,0.915
7366258,K00880.02,CONFIRMED,51.53997972,174.055011,6.3994,3644.3,5.51,450.0,5427.0,4.463,0.929,0.915
7366258,K00880.03,CONFIRMED,5.902245782,136.78393,2.9003,702.3,2.43,926.0,5427.0,4.463,0.929,0.915
7366258,K00880.04,CONFIRMED,2.382951591,135.080841,1.8876,391.6,1.86,1253.0,5427.0,4.463,0.929,0.915
7373451,K00881.01,CONFIRMED,21.02250608,207.67593,4.1072,1772.5,3.07,521.0,5067.0,4.585,0.75,0.789
6948054,K00869.04,CONFIRMED,3.219814777,133.00406,2.0642,488.2,1.69,998.0,5103.0,4.562,0.787,0.823
6949607,K00870.01,CONFIRMED,5.912273234,172.184012,2.3254,961.4,1.73,585.0,4072.0,4.696,0.57,0.586
6949607,K00870.02,CONFIRMED,8.98581901,175.68418,2.8606,881.3,1.65,509.0,4072.0,4.696,0.57,0.586
7031517,K00871.01,CANDIDATE,12.940668656,179.423014,2.4845,42450.0,22.94,723.0,5875.0,4.572,0.809,0.895
11869052,K00120.01,FALSE POSITIVE,20.5452375,137.91394,2.517,218.5,2.41,742.0,5670.0,4.206,1.264,0.937
7109675,K00872.01,CONFIRMED,33.60123371,186.680343,4.4056,7425.9,8.46,495.0,5149.0,4.447,0.93,0.882
7109675,K00872.02,CONFIRMED,6.76652928,138.0637,2.9004,450.7,1.97,845.0,5149.0,4.447,0.93,0.882
7118364,K00873.01,CONFIRMED,4.347288783,172.23343,2.1024,451.6,2.36,1174.0,5754.0,4.345,1.122,1.014
7134976,K00874.01,CONFIRMED,4.601811819,169.98108,2.2607,755.9,2.35,896.0,4986.0,4.496,0.833,0.793
7134976,K00874.02,CONFIRMED,11.18719905,137.17814,3.252,353.6,1.55,667.0,4986.0,4.496,0.833,0.793
7135852,K00875.01,CONFIRMED,4.220965778,170.622433,3.0854,2260.0,2.62,595.0,3837.0,4.747,0.517,0.544
7270230,K00876.01,FALSE POSITIVE,6.998099523,171.898913,2.0488,20285.0,588.66,853.0,5612.0,4.566,0.829,0.926
7287995,K00877.01,CONFIRMED,5.95489993,170.955871,2.3892,1410.7,2.33,635.0,4261.0,4.641,0.633,0.64
7287995,K00877.02,CONFIRMED,12.03987488,181.22536,2.7363,1250.6,2.18,502.0,4261.0,4.641,0.633,0.64
7287995,K00877.03,CONFIRMED,20.83762895,132.08488,2.3734,439.0,1.42,418.0,4261.0,4.641,0.633,0.64
3247396,K00121.01,FALSE POSITIVE,8.8111022,136.4568,5.0683,401.1,63.66,1399.0,6200.0,3.8,2.404,1.333
7303253,K00878.01,CONFIRMED,23.58917143,173.81994,5.073,1200.7,3.16,487.0,4919.0,4.566,0.721,0.697
5094751,K00123.01,CONFIRMED,6.481633073,122.977657,3.784,298.5,2.54,1145.0,5945.0,4.213,1.302,1.009
7678434,K00892.01,CONFIRMED,10.37168928,172.61729,3.035,1254.9,3.2,720.0,5121.0,4.457,0.888,0.822
7678434,K00892.02,CONFIRMED,3.96996298,137.75447,1.1757,299.2,1.78,992.0,5121.0,4.457,0.888,0.822
7685981,K00893.01,CONFIRMED,4.40841331,172.18582,5.012,549.4,2.66,1139.0,6007.0,4.457,0.961,0.968
7708215,K00894.01,FALSE POSITIVE,7.9426176,174.52563,6.703,1590.7,4.68,878.0,5811.0,4.521,0.926,1.036
7373451,K00881.02,CONFIRMED,226.8904775,207.35971,7.558,3136.4,4.53,236.0,5067.0,4.585,0.75,0.789
7377033,K00882.01,FALSE POSITIVE,1.956811408,170.694208,2.1958,24905.0,21.58,1109.0,5209.0,4.657,0.603,0.602
